tournament,tournament_id,dated
Australian Open,20,19/01/2017
Australian Open,20,19/01/2017
Australian Open,20,19/01/2017
Australian Open,20,19/01/2017
Australian Open,20,19/01/2017
Australian Open,20,19/01/2017
Australian Open,20,19/01/2017
Australian Open,20,19/01/2017
Australian Open,20,19/01/2017
Australian Open,20,19/01/2017
Australian Open,20,20/01/2017
Australian Open,20,20/01/2017
Australian Open,20,20/01/2017
Australian Open,20,20/01/2017
Australian Open,20,20/01/2017
Australian Open,20,20/01/2017
Australian Open,20,20/01/2017
Australian Open,20,20/01/2017
Australian Open,20,21/01/2017
Australian Open,20,21/01/2017
Australian Open,20,21/01/2017
Australian Open,20,21/01/2017
Australian Open,20,21/01/2017
Australian Open,20,21/01/2017
Australian Open,20,21/01/2017
Australian Open,20,21/01/2017
Australian Open,20,22/01/2017
Australian Open,20,22/01/2017
Australian Open,20,22/01/2017
Australian Open,20,22/01/2017
Australian Open,20,23/01/2017
Australian Open,20,23/01/2017
Australian Open,20,23/01/2017
Australian Open,20,23/01/2017
Australian Open,20,24/01/2017
Australian Open,20,24/01/2017
Australian Open,20,25/01/2017
Australian Open,20,25/01/2017
Australian Open,20,26/01/2017
Australian Open,20,27/01/2017
Australian Open,20,29/01/2017
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,18/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,19/01/2016
Australian Open,20,20/01/2016
Australian Open,20,20/01/2016
Australian Open,20,20/01/2016
Australian Open,20,20/01/2016
Australian Open,20,20/01/2016
Australian Open,20,20/01/2016
Australian Open,20,20/01/2016
Australian Open,20,20/01/2016
Australian Open,20,20/01/2016
Australian Open,20,20/01/2016
Australian Open,20,20/01/2016
Australian Open,20,20/01/2016
Australian Open,20,20/01/2016
Australian Open,20,20/01/2016
Australian Open,20,20/01/2016
Australian Open,20,20/01/2016
Australian Open,20,21/01/2016
Australian Open,20,21/01/2016
Australian Open,20,21/01/2016
Australian Open,20,21/01/2016
Australian Open,20,21/01/2016
Australian Open,20,21/01/2016
Australian Open,20,21/01/2016
Australian Open,20,21/01/2016
Australian Open,20,21/01/2016
Australian Open,20,21/01/2016
Australian Open,20,21/01/2016
Australian Open,20,21/01/2016
Australian Open,20,21/01/2016
Australian Open,20,21/01/2016
Australian Open,20,21/01/2016
Australian Open,20,21/01/2016
Australian Open,20,22/01/2016
Australian Open,20,22/01/2016
Australian Open,20,22/01/2016
Australian Open,20,22/01/2016
Australian Open,20,22/01/2016
Australian Open,20,22/01/2016
Australian Open,20,22/01/2016
Australian Open,20,22/01/2016
Australian Open,20,23/01/2016
Australian Open,20,23/01/2016
Australian Open,20,23/01/2016
Australian Open,20,23/01/2016
Australian Open,20,23/01/2016
Australian Open,20,23/01/2016
Australian Open,20,23/01/2016
Australian Open,20,23/01/2016
Australian Open,20,24/01/2016
Australian Open,20,24/01/2016
Australian Open,20,24/01/2016
Australian Open,20,24/01/2016
Australian Open,20,25/01/2016
Australian Open,20,25/01/2016
Australian Open,20,25/01/2016
Australian Open,20,25/01/2016
Australian Open,20,26/01/2016
Australian Open,20,26/01/2016
Australian Open,20,27/01/2016
Australian Open,20,27/01/2016
Australian Open,20,28/01/2016
Australian Open,20,29/01/2016
Australian Open,20,31/01/2016
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,19/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,20/01/2015
Australian Open,20,21/01/2015
Australian Open,20,21/01/2015
Australian Open,20,21/01/2015
Australian Open,20,21/01/2015
Australian Open,20,21/01/2015
Australian Open,20,21/01/2015
Australian Open,20,21/01/2015
Australian Open,20,21/01/2015
Australian Open,20,21/01/2015
Australian Open,20,21/01/2015
Australian Open,20,21/01/2015
Australian Open,20,21/01/2015
Australian Open,20,21/01/2015
Australian Open,20,21/01/2015
Australian Open,20,21/01/2015
Australian Open,20,21/01/2015
Australian Open,20,22/01/2015
Australian Open,20,22/01/2015
Australian Open,20,22/01/2015
Australian Open,20,22/01/2015
Australian Open,20,22/01/2015
Australian Open,20,22/01/2015
Australian Open,20,22/01/2015
Australian Open,20,22/01/2015
Australian Open,20,22/01/2015
Australian Open,20,22/01/2015
Australian Open,20,22/01/2015
Australian Open,20,22/01/2015
Australian Open,20,22/01/2015
Australian Open,20,22/01/2015
Australian Open,20,22/01/2015
Australian Open,20,22/01/2015
Australian Open,20,23/01/2015
Australian Open,20,23/01/2015
Australian Open,20,23/01/2015
Australian Open,20,23/01/2015
Australian Open,20,23/01/2015
Australian Open,20,23/01/2015
Australian Open,20,23/01/2015
Australian Open,20,23/01/2015
Australian Open,20,24/01/2015
Australian Open,20,24/01/2015
Australian Open,20,24/01/2015
Australian Open,20,24/01/2015
Australian Open,20,24/01/2015
Australian Open,20,24/01/2015
Australian Open,20,24/01/2015
Australian Open,20,24/01/2015
Australian Open,20,25/01/2015
Australian Open,20,25/01/2015
Australian Open,20,25/01/2015
Australian Open,20,25/01/2015
Australian Open,20,26/01/2015
Australian Open,20,26/01/2015
Australian Open,20,26/01/2015
Australian Open,20,26/01/2015
Australian Open,20,27/01/2015
Australian Open,20,27/01/2015
Australian Open,20,28/01/2015
Australian Open,20,28/01/2015
Australian Open,20,29/01/2015
Australian Open,20,30/01/2015
Australian Open,20,01/02/2015
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,13/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,14/01/2014
Australian Open,20,15/01/2014
Australian Open,20,15/01/2014
Australian Open,20,15/01/2014
Australian Open,20,15/01/2014
Australian Open,20,15/01/2014
Australian Open,20,15/01/2014
Australian Open,20,15/01/2014
Australian Open,20,15/01/2014
Australian Open,20,15/01/2014
Australian Open,20,15/01/2014
Australian Open,20,15/01/2014
Australian Open,20,15/01/2014
Australian Open,20,15/01/2014
Australian Open,20,15/01/2014
Australian Open,20,15/01/2014
Australian Open,20,15/01/2014
Australian Open,20,16/01/2014
Australian Open,20,16/01/2014
Australian Open,20,16/01/2014
Australian Open,20,16/01/2014
Australian Open,20,16/01/2014
Australian Open,20,16/01/2014
Australian Open,20,16/01/2014
Australian Open,20,16/01/2014
Australian Open,20,16/01/2014
Australian Open,20,16/01/2014
Australian Open,20,16/01/2014
Australian Open,20,16/01/2014
Australian Open,20,16/01/2014
Australian Open,20,16/01/2014
Australian Open,20,16/01/2014
Australian Open,20,16/01/2014
Australian Open,20,16/01/2014
Australian Open,20,17/01/2014
Australian Open,20,17/01/2014
Australian Open,20,17/01/2014
Australian Open,20,17/01/2014
Australian Open,20,17/01/2014
Australian Open,20,17/01/2014
Australian Open,20,17/01/2014
Australian Open,20,18/01/2014
Australian Open,20,18/01/2014
Australian Open,20,18/01/2014
Australian Open,20,18/01/2014
Australian Open,20,18/01/2014
Australian Open,20,18/01/2014
Australian Open,20,18/01/2014
Australian Open,20,18/01/2014
Australian Open,20,19/01/2014
Australian Open,20,19/01/2014
Australian Open,20,19/01/2014
Australian Open,20,19/01/2014
Australian Open,20,20/01/2014
Australian Open,20,20/01/2014
Australian Open,20,20/01/2014
Australian Open,20,20/01/2014
Australian Open,20,21/01/2014
Australian Open,20,21/01/2014
Australian Open,20,22/01/2014
Australian Open,20,22/01/2014
Australian Open,20,23/01/2014
Australian Open,20,24/01/2014
Australian Open,20,26/01/2014
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,14/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,15/01/2013
Australian Open,20,16/01/2013
Australian Open,20,16/01/2013
Australian Open,20,16/01/2013
Australian Open,20,16/01/2013
Australian Open,20,16/01/2013
Australian Open,20,16/01/2013
Australian Open,20,16/01/2013
Australian Open,20,16/01/2013
Australian Open,20,16/01/2013
Australian Open,20,16/01/2013
Australian Open,20,16/01/2013
Australian Open,20,16/01/2013
Australian Open,20,16/01/2013
Australian Open,20,16/01/2013
Australian Open,20,16/01/2013
Australian Open,20,16/01/2013
Australian Open,20,17/01/2013
Australian Open,20,17/01/2013
Australian Open,20,17/01/2013
Australian Open,20,17/01/2013
Australian Open,20,17/01/2013
Australian Open,20,17/01/2013
Australian Open,20,17/01/2013
Australian Open,20,17/01/2013
Australian Open,20,17/01/2013
Australian Open,20,17/01/2013
Australian Open,20,17/01/2013
Australian Open,20,17/01/2013
Australian Open,20,17/01/2013
Australian Open,20,17/01/2013
Australian Open,20,17/01/2013
Australian Open,20,17/01/2013
Australian Open,20,18/01/2013
Australian Open,20,18/01/2013
Australian Open,20,18/01/2013
Australian Open,20,18/01/2013
Australian Open,20,18/01/2013
Australian Open,20,18/01/2013
Australian Open,20,18/01/2013
Australian Open,20,18/01/2013
Australian Open,20,19/01/2013
Australian Open,20,19/01/2013
Australian Open,20,19/01/2013
Australian Open,20,19/01/2013
Australian Open,20,19/01/2013
Australian Open,20,19/01/2013
Australian Open,20,19/01/2013
Australian Open,20,19/01/2013
Australian Open,20,20/01/2013
Australian Open,20,20/01/2013
Australian Open,20,20/01/2013
Australian Open,20,20/01/2013
Australian Open,20,21/01/2013
Australian Open,20,21/01/2013
Australian Open,20,21/01/2013
Australian Open,20,21/01/2013
Australian Open,20,22/01/2013
Australian Open,20,22/01/2013
Australian Open,20,23/01/2013
Australian Open,20,23/01/2013
Australian Open,20,24/01/2013
Australian Open,20,25/01/2013
Australian Open,20,27/01/2013
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,16/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,17/01/2012
Australian Open,20,18/01/2012
Australian Open,20,18/01/2012
Australian Open,20,18/01/2012
Australian Open,20,18/01/2012
Australian Open,20,18/01/2012
Australian Open,20,18/01/2012
Australian Open,20,18/01/2012
Australian Open,20,18/01/2012
Australian Open,20,18/01/2012
Australian Open,20,18/01/2012
Australian Open,20,18/01/2012
Australian Open,20,18/01/2012
Australian Open,20,18/01/2012
Australian Open,20,18/01/2012
Australian Open,20,18/01/2012
Australian Open,20,18/01/2012
Australian Open,20,19/01/2012
Australian Open,20,19/01/2012
Australian Open,20,19/01/2012
Australian Open,20,19/01/2012
Australian Open,20,19/01/2012
Australian Open,20,19/01/2012
Australian Open,20,19/01/2012
Australian Open,20,19/01/2012
Australian Open,20,19/01/2012
Australian Open,20,19/01/2012
Australian Open,20,19/01/2012
Australian Open,20,19/01/2012
Australian Open,20,19/01/2012
Australian Open,20,19/01/2012
Australian Open,20,19/01/2012
Australian Open,20,19/01/2012
Australian Open,20,20/01/2012
Australian Open,20,20/01/2012
Australian Open,20,20/01/2012
Australian Open,20,20/01/2012
Australian Open,20,20/01/2012
Australian Open,20,20/01/2012
Australian Open,20,20/01/2012
Australian Open,20,20/01/2012
Australian Open,20,21/01/2012
Australian Open,20,21/01/2012
Australian Open,20,21/01/2012
Australian Open,20,21/01/2012
Australian Open,20,21/01/2012
Australian Open,20,21/01/2012
Australian Open,20,21/01/2012
Australian Open,20,21/01/2012
Australian Open,20,22/01/2012
Australian Open,20,22/01/2012
Australian Open,20,22/01/2012
Australian Open,20,22/01/2012
Australian Open,20,23/01/2012
Australian Open,20,23/01/2012
Australian Open,20,23/01/2012
Australian Open,20,23/01/2012
Australian Open,20,24/01/2012
Australian Open,20,24/01/2012
Australian Open,20,25/01/2012
Australian Open,20,25/01/2012
Australian Open,20,26/01/2012
Australian Open,20,27/01/2012
Australian Open,20,29/01/2012
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,17/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,18/01/2011
Australian Open,20,19/01/2011
Australian Open,20,19/01/2011
Australian Open,20,19/01/2011
Australian Open,20,19/01/2011
Australian Open,20,19/01/2011
Australian Open,20,19/01/2011
Australian Open,20,19/01/2011
Australian Open,20,19/01/2011
Australian Open,20,19/01/2011
Australian Open,20,19/01/2011
Australian Open,20,19/01/2011
Australian Open,20,19/01/2011
Australian Open,20,19/01/2011
Australian Open,20,19/01/2011
Australian Open,20,19/01/2011
Australian Open,20,19/01/2011
Australian Open,20,20/01/2011
Australian Open,20,20/01/2011
Australian Open,20,20/01/2011
Australian Open,20,20/01/2011
Australian Open,20,20/01/2011
Australian Open,20,20/01/2011
Australian Open,20,20/01/2011
Australian Open,20,20/01/2011
Australian Open,20,20/01/2011
Australian Open,20,20/01/2011
Australian Open,20,20/01/2011
Australian Open,20,20/01/2011
Australian Open,20,20/01/2011
Australian Open,20,20/01/2011
Australian Open,20,20/01/2011
Australian Open,20,20/01/2011
Australian Open,20,21/01/2011
Australian Open,20,21/01/2011
Australian Open,20,21/01/2011
Australian Open,20,21/01/2011
Australian Open,20,21/01/2011
Australian Open,20,21/01/2011
Australian Open,20,21/01/2011
Australian Open,20,21/01/2011
Australian Open,20,22/01/2011
Australian Open,20,22/01/2011
Australian Open,20,22/01/2011
Australian Open,20,22/01/2011
Australian Open,20,22/01/2011
Australian Open,20,22/01/2011
Australian Open,20,22/01/2011
Australian Open,20,22/01/2011
Australian Open,20,23/01/2011
Australian Open,20,23/01/2011
Australian Open,20,23/01/2011
Australian Open,20,23/01/2011
Australian Open,20,24/01/2011
Australian Open,20,24/01/2011
Australian Open,20,24/01/2011
Australian Open,20,24/01/2011
Australian Open,20,25/01/2011
Australian Open,20,25/01/2011
Australian Open,20,26/01/2011
Australian Open,20,26/01/2011
Australian Open,20,27/01/2011
Australian Open,20,28/01/2011
Australian Open,20,30/01/2011
Australian Open,20,18/01/2010
Australian Open,20,18/01/2010
Australian Open,20,18/01/2010
Australian Open,20,18/01/2010
Australian Open,20,18/01/2010
Australian Open,20,18/01/2010
Australian Open,20,18/01/2010
Australian Open,20,18/01/2010
Australian Open,20,18/01/2010
Australian Open,20,18/01/2010
Australian Open,20,18/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,19/01/2010
Australian Open,20,20/01/2010
Australian Open,20,20/01/2010
Australian Open,20,20/01/2010
Australian Open,20,20/01/2010
Australian Open,20,20/01/2010
Australian Open,20,20/01/2010
Australian Open,20,20/01/2010
Australian Open,20,20/01/2010
Australian Open,20,20/01/2010
Australian Open,20,20/01/2010
Australian Open,20,20/01/2010
Australian Open,20,20/01/2010
Australian Open,20,20/01/2010
Australian Open,20,20/01/2010
Australian Open,20,20/01/2010
Australian Open,20,20/01/2010
Australian Open,20,21/01/2010
Australian Open,20,21/01/2010
Australian Open,20,21/01/2010
Australian Open,20,21/01/2010
Australian Open,20,21/01/2010
Australian Open,20,21/01/2010
Australian Open,20,21/01/2010
Australian Open,20,21/01/2010
Australian Open,20,21/01/2010
Australian Open,20,21/01/2010
Australian Open,20,21/01/2010
Australian Open,20,21/01/2010
Australian Open,20,21/01/2010
Australian Open,20,21/01/2010
Australian Open,20,21/01/2010
Australian Open,20,21/01/2010
Australian Open,20,22/01/2010
Australian Open,20,22/01/2010
Australian Open,20,22/01/2010
Australian Open,20,22/01/2010
Australian Open,20,22/01/2010
Australian Open,20,22/01/2010
Australian Open,20,22/01/2010
Australian Open,20,22/01/2010
Australian Open,20,23/01/2010
Australian Open,20,23/01/2010
Australian Open,20,23/01/2010
Australian Open,20,23/01/2010
Australian Open,20,23/01/2010
Australian Open,20,23/01/2010
Australian Open,20,23/01/2010
Australian Open,20,23/01/2010
Australian Open,20,24/01/2010
Australian Open,20,24/01/2010
Australian Open,20,24/01/2010
Australian Open,20,24/01/2010
Australian Open,20,25/01/2010
Australian Open,20,25/01/2010
Australian Open,20,25/01/2010
Australian Open,20,25/01/2010
Australian Open,20,26/01/2010
Australian Open,20,26/01/2010
Australian Open,20,27/01/2010
Australian Open,20,27/01/2010
Australian Open,20,28/01/2010
Australian Open,20,29/01/2010
Australian Open,20,31/01/2010
Australian Open,20,19/01/2009
Australian Open,20,19/01/2009
