loser,loser_id,pltwo_flag,pltwo_year,pltwo_height,pltwo_weight,pltwo_hand
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Acasuso J.,1,ARG,1999.0,191.0,86.0,Right-Handed
Agostinelli B.,2,,,,,
Aguilar J.,3,,,,,
Aguilar J.,3,,,,,
Aguilar J.,3,,,,,
Aguilar J.,3,,,,,
Ahouda A.,4,MAR,2013.0,185.0,76.0,Right-Handed
Ahouda A.,4,MAR,2013.0,185.0,76.0,Right-Handed
Ahouda A.,4,MAR,2013.0,185.0,76.0,Right-Handed
Ajdukovic D.,5,CRO,2018.0,185.0,77.0,Right-Handed
Al Ghareeb M.,6,,,,,
Al Ghareeb M.,6,,,,,
Al Mutawa J.,7,,,,,
Al Mutawa J.,7,,,,,
Al-Ghareeb M.,8,,,,,
Alawadhi O.,9,,,,,
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Albot R.,10,MDA,2008.0,175.0,69.0,Right-Handed
Alcaide G.,11,ESP,0.0,188.0,77.0,Right-Handed
Alcaraz C.,12,ESP,2018.0,185.0,72.0,Right-Handed
Alcaraz C.,12,ESP,2018.0,185.0,72.0,Right-Handed
Alcaraz C.,12,ESP,2018.0,185.0,72.0,Right-Handed
Alcaraz C.,12,ESP,2018.0,185.0,72.0,Right-Handed
Alcaraz C.,12,ESP,2018.0,185.0,72.0,Right-Handed
Alcaraz C.,12,ESP,2018.0,185.0,72.0,Right-Handed
Alcaraz C.,12,ESP,2018.0,185.0,72.0,Right-Handed
Alcaraz C.,12,ESP,2018.0,185.0,72.0,Right-Handed
Alcaraz C.,12,ESP,2018.0,185.0,72.0,Right-Handed
Alcaraz C.,12,ESP,2018.0,185.0,72.0,Right-Handed
Alcaraz C.,12,ESP,2018.0,185.0,72.0,Right-Handed
Alcaraz C.,12,ESP,2018.0,185.0,72.0,Right-Handed
Alcaraz C.,12,ESP,2018.0,185.0,72.0,Right-Handed
Alcaraz C.,12,ESP,2018.0,185.0,72.0,Right-Handed
Alcaraz C.,12,ESP,2018.0,185.0,72.0,Right-Handed
Alcaraz C.,12,ESP,2018.0,185.0,72.0,Right-Handed
Alcaraz C.,12,ESP,2018.0,185.0,72.0,Right-Handed
Alcaraz C.,12,ESP,2018.0,185.0,72.0,Right-Handed
Alcaraz C.,12,ESP,2018.0,185.0,72.0,Right-Handed
Aldi F.,13,,,,,
Ali Mutawa J.M.,14,,,,,
Ali Mutawa J.M.,14,,,,,
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Almagro N.,15,ESP,2003.0,183.0,86.0,Right-Handed
Altamirano C.,16,,,,,
Altamirano C.,16,,,,,
Altmaier D.,17,GER,2014.0,188.0,80.0,Right-Handed
Altmaier D.,17,GER,2014.0,188.0,80.0,Right-Handed
Altmaier D.,17,GER,2014.0,188.0,80.0,Right-Handed
Altmaier D.,17,GER,2014.0,188.0,80.0,Right-Handed
Altmaier D.,17,GER,2014.0,188.0,80.0,Right-Handed
Altmaier D.,17,GER,2014.0,188.0,80.0,Right-Handed
Altmaier D.,17,GER,2014.0,188.0,80.0,Right-Handed
Altmaier D.,17,GER,2014.0,188.0,80.0,Right-Handed
Altmaier D.,17,GER,2014.0,188.0,80.0,Right-Handed
Altmaier D.,17,GER,2014.0,188.0,80.0,Right-Handed
Altmaier D.,17,GER,2014.0,188.0,80.0,Right-Handed
Altmaier D.,17,GER,2014.0,188.0,80.0,Right-Handed
Altmaier D.,17,GER,2014.0,188.0,80.0,Right-Handed
Altmaier D.,17,GER,2014.0,188.0,80.0,Right-Handed
Altmaier D.,17,GER,2014.0,188.0,80.0,Right-Handed
Altmaier D.,17,GER,2014.0,188.0,80.0,Right-Handed
Altmaier D.,17,GER,2014.0,188.0,80.0,Right-Handed
Altmaier D.,17,GER,2014.0,188.0,80.0,Right-Handed
Altmaier D.,17,GER,2014.0,188.0,80.0,Right-Handed
Altmaier D.,17,GER,2014.0,188.0,80.0,Right-Handed
Alund M.,18,ARG,2004.0,183.0,80.0,Right-Handed
Alund M.,18,ARG,2004.0,183.0,80.0,Right-Handed
Alund M.,18,ARG,2004.0,183.0,80.0,Right-Handed
Alund M.,18,ARG,2004.0,183.0,80.0,Right-Handed
Alund M.,18,ARG,2004.0,183.0,80.0,Right-Handed
Alund M.,18,ARG,2004.0,183.0,80.0,Right-Handed
Alund M.,18,ARG,2004.0,183.0,80.0,Right-Handed
Alund M.,18,ARG,2004.0,183.0,80.0,Right-Handed
Alund M.,18,ARG,2004.0,183.0,80.0,Right-Handed
Alund M.,18,ARG,2004.0,183.0,80.0,Right-Handed
Alves T.,19,BRA,2000.0,178.0,75.0,Right-Handed
Alves T.,19,BRA,2000.0,178.0,75.0,Right-Handed
Alves T.,19,BRA,2000.0,178.0,75.0,Right-Handed
Alves T.,19,BRA,2000.0,178.0,75.0,Right-Handed
Alves T.,19,BRA,2000.0,178.0,75.0,Right-Handed
Alves T.,19,BRA,2000.0,178.0,75.0,Right-Handed
