atp,events_id,series,location,dated,tournament,location_id
58,58,ATP250,Stockholm,20/10/2010,Stockholm Open,92
58,58,ATP250,Stockholm,20/10/2010,Stockholm Open,92
58,58,ATP250,Stockholm,21/10/2010,Stockholm Open,92
58,58,ATP250,Stockholm,21/10/2010,Stockholm Open,92
58,58,ATP250,Stockholm,21/10/2010,Stockholm Open,92
58,58,ATP250,Stockholm,21/10/2010,Stockholm Open,92
58,58,ATP250,Stockholm,21/10/2010,Stockholm Open,92
58,58,ATP250,Stockholm,22/10/2010,Stockholm Open,92
58,58,ATP250,Stockholm,22/10/2010,Stockholm Open,92
58,58,ATP250,Stockholm,22/10/2010,Stockholm Open,92
58,58,ATP250,Stockholm,22/10/2010,Stockholm Open,92
58,58,ATP250,Stockholm,23/10/2010,Stockholm Open,92
58,58,ATP250,Stockholm,23/10/2010,Stockholm Open,92
58,58,ATP250,Stockholm,24/10/2010,Stockholm Open,92
58,58,ATP250,Stockholm,19/10/2009,Stockholm Open,92
58,58,ATP250,Stockholm,19/10/2009,Stockholm Open,92
58,58,ATP250,Stockholm,19/10/2009,Stockholm Open,92
58,58,ATP250,Stockholm,19/10/2009,Stockholm Open,92
58,58,ATP250,Stockholm,19/10/2009,Stockholm Open,92
58,58,ATP250,Stockholm,20/10/2009,Stockholm Open,92
58,58,ATP250,Stockholm,20/10/2009,Stockholm Open,92
58,58,ATP250,Stockholm,20/10/2009,Stockholm Open,92
58,58,ATP250,Stockholm,20/10/2009,Stockholm Open,92
58,58,ATP250,Stockholm,20/10/2009,Stockholm Open,92
58,58,ATP250,Stockholm,20/10/2009,Stockholm Open,92
58,58,ATP250,Stockholm,20/10/2009,Stockholm Open,92
58,58,ATP250,Stockholm,21/10/2009,Stockholm Open,92
58,58,ATP250,Stockholm,21/10/2009,Stockholm Open,92
58,58,ATP250,Stockholm,21/10/2009,Stockholm Open,92
58,58,ATP250,Stockholm,21/10/2009,Stockholm Open,92
58,58,ATP250,Stockholm,21/10/2009,Stockholm Open,92
