atp,events_id,series,location,dated,tournament,location_id
1,1,ATP250,Adelaide,03/01/2022,Adelaide International 1,3
1,1,ATP250,Adelaide,03/01/2022,Adelaide International 1,3
1,1,ATP250,Adelaide,03/01/2022,Adelaide International 1,3
1,1,ATP250,Adelaide,03/01/2022,Adelaide International 1,3
1,1,ATP250,Adelaide,04/01/2022,Adelaide International 1,3
1,1,ATP250,Adelaide,04/01/2022,Adelaide International 1,3
1,1,ATP250,Adelaide,04/01/2022,Adelaide International 1,3
1,1,ATP250,Adelaide,04/01/2022,Adelaide International 1,3
1,1,ATP250,Adelaide,04/01/2022,Adelaide International 1,3
1,1,ATP250,Adelaide,04/01/2022,Adelaide International 1,3
1,1,ATP250,Adelaide,04/01/2022,Adelaide International 1,3
1,1,ATP250,Adelaide,04/01/2022,Adelaide International 1,3
1,1,ATP250,Adelaide,05/01/2022,Adelaide International 1,3
1,1,ATP250,Adelaide,05/01/2022,Adelaide International 1,3
1,1,ATP250,Adelaide,05/01/2022,Adelaide International 1,3
1,1,ATP250,Adelaide,05/01/2022,Adelaide International 1,3
1,1,ATP250,Adelaide,06/01/2022,Adelaide International 1,3
1,1,ATP250,Adelaide,06/01/2022,Adelaide International 1,3
1,1,ATP250,Adelaide,06/01/2022,Adelaide International 1,3
1,1,ATP250,Adelaide,06/01/2022,Adelaide International 1,3
1,1,ATP250,Adelaide,07/01/2022,Adelaide International 1,3
1,1,ATP250,Adelaide,07/01/2022,Adelaide International 1,3
1,1,ATP250,Adelaide,07/01/2022,Adelaide International 1,3
1,1,ATP250,Adelaide,07/01/2022,Adelaide International 1,3
1,1,ATP250,Adelaide,08/01/2022,Adelaide International 1,3
1,1,ATP250,Adelaide,08/01/2022,Adelaide International 1,3
1,1,ATP250,Adelaide,09/01/2022,Adelaide International 1,3
1,1,ATP250,Antalya,07/01/2021,Antalya Open,5
1,1,ATP250,Antalya,07/01/2021,Antalya Open,5
1,1,ATP250,Antalya,07/01/2021,Antalya Open,5
1,1,ATP250,Antalya,07/01/2021,Antalya Open,5
1,1,ATP250,Antalya,07/01/2021,Antalya Open,5
1,1,ATP250,Antalya,07/01/2021,Antalya Open,5
1,1,ATP250,Antalya,08/01/2021,Antalya Open,5
1,1,ATP250,Antalya,08/01/2021,Antalya Open,5
1,1,ATP250,Antalya,08/01/2021,Antalya Open,5
1,1,ATP250,Antalya,08/01/2021,Antalya Open,5
1,1,ATP250,Antalya,08/01/2021,Antalya Open,5
1,1,ATP250,Antalya,08/01/2021,Antalya Open,5
1,1,ATP250,Antalya,08/01/2021,Antalya Open,5
1,1,ATP250,Antalya,08/01/2021,Antalya Open,5
1,1,ATP250,Antalya,08/01/2021,Antalya Open,5
1,1,ATP250,Antalya,08/01/2021,Antalya Open,5
1,1,ATP250,Antalya,09/01/2021,Antalya Open,5
1,1,ATP250,Antalya,09/01/2021,Antalya Open,5
1,1,ATP250,Antalya,09/01/2021,Antalya Open,5
1,1,ATP250,Antalya,09/01/2021,Antalya Open,5
1,1,ATP250,Antalya,10/01/2021,Antalya Open,5
1,1,ATP250,Antalya,10/01/2021,Antalya Open,5
1,1,ATP250,Antalya,10/01/2021,Antalya Open,5
1,1,ATP250,Antalya,10/01/2021,Antalya Open,5
1,1,ATP250,Antalya,11/01/2021,Antalya Open,5
1,1,ATP250,Antalya,11/01/2021,Antalya Open,5
1,1,ATP250,Antalya,11/01/2021,Antalya Open,5
1,1,ATP250,Antalya,11/01/2021,Antalya Open,5
1,1,ATP250,Antalya,12/01/2021,Antalya Open,5
1,1,ATP250,Antalya,12/01/2021,Antalya Open,5
1,1,ATP250,Antalya,13/01/2021,Antalya Open,5
1,1,ATP250,Doha,06/01/2020,Qatar Exxon Mobil Open,30
1,1,ATP250,Doha,06/01/2020,Qatar Exxon Mobil Open,30
1,1,ATP250,Doha,06/01/2020,Qatar Exxon Mobil Open,30
1,1,ATP250,Doha,06/01/2020,Qatar Exxon Mobil Open,30
1,1,ATP250,Doha,06/01/2020,Qatar Exxon Mobil Open,30
1,1,ATP250,Doha,06/01/2020,Qatar Exxon Mobil Open,30
1,1,ATP250,Doha,06/01/2020,Qatar Exxon Mobil Open,30
1,1,ATP250,Doha,07/01/2020,Qatar Exxon Mobil Open,30
1,1,ATP250,Doha,07/01/2020,Qatar Exxon Mobil Open,30
1,1,ATP250,Doha,07/01/2020,Qatar Exxon Mobil Open,30
1,1,ATP250,Doha,07/01/2020,Qatar Exxon Mobil Open,30
1,1,ATP250,Doha,07/01/2020,Qatar Exxon Mobil Open,30
1,1,ATP250,Doha,07/01/2020,Qatar Exxon Mobil Open,30
1,1,ATP250,Doha,07/01/2020,Qatar Exxon Mobil Open,30
1,1,ATP250,Doha,08/01/2020,Qatar Exxon Mobil Open,30
1,1,ATP250,Doha,08/01/2020,Qatar Exxon Mobil Open,30
1,1,ATP250,Doha,08/01/2020,Qatar Exxon Mobil Open,30
1,1,ATP250,Doha,08/01/2020,Qatar Exxon Mobil Open,30
1,1,ATP250,Doha,08/01/2020,Qatar Exxon Mobil Open,30
1,1,ATP250,Doha,08/01/2020,Qatar Exxon Mobil Open,30
1,1,ATP250,Doha,09/01/2020,Qatar Exxon Mobil Open,30
1,1,ATP250,Doha,10/01/2020,Qatar Exxon Mobil Open,30
1,1,ATP250,Doha,10/01/2020,Qatar Exxon Mobil Open,30
1,1,ATP250,Doha,10/01/2020,Qatar Exxon Mobil Open,30
1,1,ATP250,Doha,10/01/2020,Qatar Exxon Mobil Open,30
1,1,ATP250,Doha,10/01/2020,Qatar Exxon Mobil Open,30
1,1,ATP250,Doha,11/01/2020,Qatar Exxon Mobil Open,30
1,1,ATP250,Brisbane,31/12/2018,Brisbane International,16
1,1,ATP250,Brisbane,31/12/2018,Brisbane International,16
1,1,ATP250,Brisbane,31/12/2018,Brisbane International,16
1,1,ATP250,Brisbane,31/12/2018,Brisbane International,16
1,1,ATP250,Brisbane,31/12/2018,Brisbane International,16
1,1,ATP250,Brisbane,01/01/2019,Brisbane International,16
1,1,ATP250,Brisbane,01/01/2019,Brisbane International,16
1,1,ATP250,Brisbane,01/01/2019,Brisbane International,16
1,1,ATP250,Brisbane,01/01/2019,Brisbane International,16
1,1,ATP250,Brisbane,01/01/2019,Brisbane International,16
1,1,ATP250,Brisbane,01/01/2019,Brisbane International,16
1,1,ATP250,Brisbane,01/01/2019,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2019,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2019,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2019,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2019,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2019,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2019,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2019,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2019,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2019,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2019,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2019,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2019,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2019,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2019,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2019,Brisbane International,16
1,1,ATP250,Brisbane,31/12/2017,Brisbane International,16
1,1,ATP250,Brisbane,31/12/2017,Brisbane International,16
1,1,ATP250,Brisbane,01/01/2018,Brisbane International,16
1,1,ATP250,Brisbane,01/01/2018,Brisbane International,16
1,1,ATP250,Brisbane,01/01/2018,Brisbane International,16
1,1,ATP250,Brisbane,01/01/2018,Brisbane International,16
1,1,ATP250,Brisbane,01/01/2018,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2018,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2018,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2018,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2018,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2018,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2018,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2018,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2018,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2018,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2018,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2018,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2018,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2018,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2018,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2018,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2018,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2018,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2018,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2018,Brisbane International,16
1,1,ATP250,Brisbane,07/01/2018,Brisbane International,16
1,1,ATP250,Brisbane,01/01/2017,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2017,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2017,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2017,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2017,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2017,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2017,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2017,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2017,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2017,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2017,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2017,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2017,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2017,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2017,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2017,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2017,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2017,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2017,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2017,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2017,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2017,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2017,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2017,Brisbane International,16
1,1,ATP250,Brisbane,07/01/2017,Brisbane International,16
1,1,ATP250,Brisbane,07/01/2017,Brisbane International,16
1,1,ATP250,Brisbane,08/01/2017,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2016,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2016,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2016,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2016,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2016,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2016,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2016,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2016,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2016,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2016,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2016,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2016,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2016,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2016,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2016,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2016,Brisbane International,16
1,1,ATP250,Brisbane,07/01/2016,Brisbane International,16
1,1,ATP250,Brisbane,07/01/2016,Brisbane International,16
1,1,ATP250,Brisbane,07/01/2016,Brisbane International,16
1,1,ATP250,Brisbane,07/01/2016,Brisbane International,16
1,1,ATP250,Brisbane,08/01/2016,Brisbane International,16
1,1,ATP250,Brisbane,08/01/2016,Brisbane International,16
1,1,ATP250,Brisbane,08/01/2016,Brisbane International,16
1,1,ATP250,Brisbane,08/01/2016,Brisbane International,16
1,1,ATP250,Brisbane,09/01/2016,Brisbane International,16
1,1,ATP250,Brisbane,09/01/2016,Brisbane International,16
1,1,ATP250,Brisbane,10/01/2016,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2015,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2015,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2015,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2015,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2015,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2015,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2015,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2015,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2015,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2015,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2015,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2015,Brisbane International,16
1,1,ATP250,Brisbane,07/01/2015,Brisbane International,16
1,1,ATP250,Brisbane,07/01/2015,Brisbane International,16
1,1,ATP250,Brisbane,07/01/2015,Brisbane International,16
1,1,ATP250,Brisbane,07/01/2015,Brisbane International,16
1,1,ATP250,Brisbane,08/01/2015,Brisbane International,16
1,1,ATP250,Brisbane,08/01/2015,Brisbane International,16
1,1,ATP250,Brisbane,08/01/2015,Brisbane International,16
1,1,ATP250,Brisbane,08/01/2015,Brisbane International,16
1,1,ATP250,Brisbane,09/01/2015,Brisbane International,16
1,1,ATP250,Brisbane,09/01/2015,Brisbane International,16
1,1,ATP250,Brisbane,09/01/2015,Brisbane International,16
1,1,ATP250,Brisbane,09/01/2015,Brisbane International,16
1,1,ATP250,Brisbane,10/01/2015,Brisbane International,16
1,1,ATP250,Brisbane,10/01/2015,Brisbane International,16
1,1,ATP250,Brisbane,11/01/2015,Brisbane International,16
1,1,ATP250,Brisbane,30/12/2013,Brisbane International,16
1,1,ATP250,Brisbane,30/12/2013,Brisbane International,16
1,1,ATP250,Brisbane,30/12/2013,Brisbane International,16
1,1,ATP250,Brisbane,30/12/2013,Brisbane International,16
1,1,ATP250,Brisbane,30/12/2013,Brisbane International,16
1,1,ATP250,Brisbane,31/12/2013,Brisbane International,16
1,1,ATP250,Brisbane,31/12/2013,Brisbane International,16
1,1,ATP250,Brisbane,31/12/2013,Brisbane International,16
1,1,ATP250,Brisbane,31/12/2013,Brisbane International,16
1,1,ATP250,Brisbane,31/12/2013,Brisbane International,16
1,1,ATP250,Brisbane,31/12/2013,Brisbane International,16
1,1,ATP250,Brisbane,31/12/2013,Brisbane International,16
1,1,ATP250,Brisbane,01/01/2014,Brisbane International,16
1,1,ATP250,Brisbane,01/01/2014,Brisbane International,16
1,1,ATP250,Brisbane,01/01/2014,Brisbane International,16
1,1,ATP250,Brisbane,01/01/2014,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2014,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2014,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2014,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2014,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2014,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2014,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2014,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2014,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2014,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2014,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2014,Brisbane International,16
1,1,ATP250,Brisbane,31/12/2012,Brisbane International,16
1,1,ATP250,Brisbane,31/12/2012,Brisbane International,16
1,1,ATP250,Brisbane,31/12/2012,Brisbane International,16
1,1,ATP250,Brisbane,31/12/2012,Brisbane International,16
1,1,ATP250,Brisbane,01/01/2013,Brisbane International,16
1,1,ATP250,Brisbane,01/01/2013,Brisbane International,16
1,1,ATP250,Brisbane,01/01/2013,Brisbane International,16
1,1,ATP250,Brisbane,01/01/2013,Brisbane International,16
1,1,ATP250,Brisbane,01/01/2013,Brisbane International,16
1,1,ATP250,Brisbane,01/01/2013,Brisbane International,16
1,1,ATP250,Brisbane,01/01/2013,Brisbane International,16
1,1,ATP250,Brisbane,01/01/2013,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2013,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2013,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2013,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2013,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2013,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2013,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2013,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2013,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2013,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2013,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2013,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2013,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2013,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2013,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2013,Brisbane International,16
1,1,ATP250,Brisbane,01/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,01/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,07/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,07/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,08/01/2012,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,02/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,03/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,07/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,07/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,08/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,08/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,09/01/2011,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,07/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,07/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,08/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,08/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,09/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,09/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,10/01/2010,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2009,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2009,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2009,Brisbane International,16
1,1,ATP250,Brisbane,04/01/2009,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2009,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2009,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2009,Brisbane International,16
1,1,ATP250,Brisbane,05/01/2009,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2009,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2009,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2009,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2009,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2009,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2009,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2009,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2009,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2009,Brisbane International,16
1,1,ATP250,Brisbane,06/01/2009,Brisbane International,16
1,1,ATP250,Brisbane,07/01/2009,Brisbane International,16
1,1,ATP250,Brisbane,07/01/2009,Brisbane International,16
1,1,ATP250,Brisbane,07/01/2009,Brisbane International,16
1,1,ATP250,Brisbane,07/01/2009,Brisbane International,16
1,1,ATP250,Brisbane,07/01/2009,Brisbane International,16
1,1,ATP250,Brisbane,07/01/2009,Brisbane International,16
1,1,ATP250,Brisbane,08/01/2009,Brisbane International,16
1,1,ATP250,Brisbane,08/01/2009,Brisbane International,16
1,1,ATP250,Brisbane,09/01/2009,Brisbane International,16
1,1,ATP250,Brisbane,09/01/2009,Brisbane International,16
1,1,ATP250,Brisbane,10/01/2009,Brisbane International,16
1,1,ATP250,Brisbane,10/01/2009,Brisbane International,16
1,1,ATP250,Brisbane,11/01/2009,Brisbane International,16
1,1,International,Adelaide,31/12/2007,Next Generation Adelaide International,3
1,1,International,Adelaide,31/12/2007,Next Generation Adelaide International,3
1,1,International,Adelaide,31/12/2007,Next Generation Adelaide International,3
1,1,International,Adelaide,31/12/2007,Next Generation Adelaide International,3
1,1,International,Adelaide,31/12/2007,Next Generation Adelaide International,3
1,1,International,Adelaide,31/12/2007,Next Generation Adelaide International,3
1,1,International,Adelaide,01/01/2008,Next Generation Adelaide International,3
1,1,International,Adelaide,01/01/2008,Next Generation Adelaide International,3
1,1,International,Adelaide,01/01/2008,Next Generation Adelaide International,3
1,1,International,Adelaide,01/01/2008,Next Generation Adelaide International,3
1,1,International,Adelaide,01/01/2008,Next Generation Adelaide International,3
1,1,International,Adelaide,01/01/2008,Next Generation Adelaide International,3
1,1,International,Adelaide,01/01/2008,Next Generation Adelaide International,3
1,1,International,Adelaide,01/01/2008,Next Generation Adelaide International,3
1,1,International,Adelaide,01/01/2008,Next Generation Adelaide International,3
1,1,International,Adelaide,01/01/2008,Next Generation Adelaide International,3
1,1,International,Adelaide,02/01/2008,Next Generation Adelaide International,3
1,1,International,Adelaide,02/01/2008,Next Generation Adelaide International,3
1,1,International,Adelaide,02/01/2008,Next Generation Adelaide International,3
1,1,International,Adelaide,02/01/2008,Next Generation Adelaide International,3
1,1,International,Adelaide,03/01/2008,Next Generation Adelaide International,3
1,1,International,Adelaide,03/01/2008,Next Generation Adelaide International,3
1,1,International,Adelaide,03/01/2008,Next Generation Adelaide International,3
1,1,International,Adelaide,03/01/2008,Next Generation Adelaide International,3
1,1,International,Adelaide,04/01/2008,Next Generation Adelaide International,3
1,1,International,Adelaide,04/01/2008,Next Generation Adelaide International,3
1,1,International,Adelaide,04/01/2008,Next Generation Adelaide International,3
1,1,International,Adelaide,04/01/2008,Next Generation Adelaide International,3
1,1,International,Adelaide,05/01/2008,Next Generation Adelaide International,3
1,1,International,Adelaide,05/01/2008,Next Generation Adelaide International,3
1,1,International,Adelaide,06/01/2008,Next Generation Adelaide International,3
2,2,ATP250,Melbourne,04/01/2022,Melbourne Summer Set,57
2,2,ATP250,Melbourne,04/01/2022,Melbourne Summer Set,57
2,2,ATP250,Melbourne,04/01/2022,Melbourne Summer Set,57
2,2,ATP250,Melbourne,04/01/2022,Melbourne Summer Set,57
2,2,ATP250,Melbourne,05/01/2022,Melbourne Summer Set,57
2,2,ATP250,Melbourne,05/01/2022,Melbourne Summer Set,57
2,2,ATP250,Melbourne,05/01/2022,Melbourne Summer Set,57
2,2,ATP250,Melbourne,05/01/2022,Melbourne Summer Set,57
2,2,ATP250,Melbourne,05/01/2022,Melbourne Summer Set,57
2,2,ATP250,Melbourne,05/01/2022,Melbourne Summer Set,57
2,2,ATP250,Melbourne,05/01/2022,Melbourne Summer Set,57
2,2,ATP250,Melbourne,05/01/2022,Melbourne Summer Set,57
