winner,w_rank,w_pts,loser,l_rank,l_pts,winner_id,loser_id
Monaco J.,34.0,1135.0,Almagro N.,159.0,335.0,410,15
Bolelli S.,63.0,791.0,Anderson K.,17.0,1960.0,61,23
Querrey S.,39.0,1100.0,Kokkinakis T.,103.0,516.0,479,462
Isner J.,18.0,1765.0,Mannarino A.,29.0,1258.0,265,553
Johnson S.,54.0,880.0,Gonzalez A.,105.0,507.0,277,328
Lopez F.,12.0,2380.0,Becker B.,45.0,990.0,358,71
Sousa J.,56.0,852.0,Janowicz J.,47.0,940.0,563,405
Fognini F.,31.0,1180.0,Giraldo S.,49.0,930.0,187,314
Bellucci T.,77.0,660.0,Chardy J.,32.0,1155.0,44,151
Vanni L.,117.0,477.0,Tomic B.,26.0,1390.0,609,891
Goffin D.,21.0,1705.0,Gulbis E.,20.0,1730.0,213,350
Cilic M.,10.0,3405.0,Vesely J.,36.0,1108.0,97,942
Dimitrov G.,11.0,2985.0,Young D.,51.0,920.0,145,981
Mayer L.,27.0,1352.0,Muller G.,48.0,938.0,387,627
Monfils G.,15.0,2020.0,Troicki V.,33.0,1155.0,411,899
Ramos-Vinolas A.,65.0,730.0,Cuevas P.,22.0,1547.0,487,178
Tsonga J.W.,14.0,2045.0,Rosol L.,42.0,1070.0,598,765
Verdasco F.,38.0,1100.0,Garcia-Lopez G.,28.0,1325.0,619,298
Kyrgios N.,35.0,1130.0,Gimeno-Traver D.,66.0,726.0,336,312
Granollers M.,62.0,800.0,Klizan M.,30.0,1190.0,224,454
Sock J.,37.0,1102.0,Andujar P.,43.0,1025.0,557,29
Bautista R.,16.0,1985.0,Copil M.,177.0,275.0,39,166
Kohlschreiber P.,24.0,1500.0,Falla A.,118.0,476.0,306,268
Gasquet R.,23.0,1535.0,Karlovic I.,25.0,1470.0,200,430
Raonic M.,6.0,5070.0,Monaco J.,34.0,1135.0,488,611
Wawrinka S.,9.0,3495.0,Sousa J.,56.0,852.0,632,852
Isner J.,18.0,1765.0,Bellucci T.,77.0,660.0,265,77
Ferrer D.,8.0,4490.0,Ramos-Vinolas A.,65.0,730.0,182,732
Bolelli S.,63.0,791.0,Vanni L.,117.0,477.0,61,925
Verdasco F.,38.0,1100.0,Cilic M.,10.0,3405.0,619,158
Dimitrov G.,11.0,2985.0,Fognini F.,31.0,1180.0,145,282
Tsonga J.W.,14.0,2045.0,Sock J.,37.0,1102.0,598,846
Berdych T.,7.0,4960.0,Gasquet R.,23.0,1535.0,49,301
Nadal R.,4.0,5390.0,Johnson S.,54.0,880.0,427,415
Mayer L.,27.0,1352.0,Lopez F.,12.0,2380.0,387,533
Kyrgios N.,35.0,1130.0,Federer R.,2.0,8635.0,336,271
Granollers M.,62.0,800.0,Monfils G.,15.0,2020.0,224,612
Bautista R.,16.0,1985.0,Querrey S.,39.0,1100.0,39,720
Nishikori K.,5.0,5280.0,Goffin D.,21.0,1705.0,437,317
Murray A.,3.0,6120.0,Kohlschreiber P.,24.0,1500.0,425,460
Dimitrov G.,11.0,2985.0,Wawrinka S.,9.0,3495.0,145,962
Berdych T.,7.0,4960.0,Tsonga J.W.,14.0,2045.0,49,907
Isner J.,18.0,1765.0,Kyrgios N.,35.0,1130.0,265,497
Nadal R.,4.0,5390.0,Bolelli S.,63.0,791.0,427,102
Ferrer D.,8.0,4490.0,Verdasco F.,38.0,1100.0,182,940
Nishikori K.,5.0,5280.0,Bautista R.,16.0,1985.0,437,68
Murray A.,3.0,6120.0,Granollers M.,62.0,800.0,425,335
Raonic M.,6.0,5070.0,Mayer L.,27.0,1352.0,488,572
Nadal R.,4.0,5390.0,Dimitrov G.,11.0,2985.0,427,218
Berdych T.,7.0,4960.0,Isner J.,18.0,1765.0,49,399
Murray A.,3.0,6120.0,Raonic M.,6.0,5070.0,425,733
Nishikori K.,5.0,5280.0,Ferrer D.,8.0,4490.0,437,274
Nadal R.,4.0,5390.0,Berdych T.,7.0,4960.0,427,83
Murray A.,3.0,6120.0,Nishikori K.,5.0,5280.0,425,660
Murray A.,3.0,6120.0,Nadal R.,4.0,5390.0,425,637
Anderson K.,16.0,1925.0,Mayer F.,567.0,53.0,12,571
Donati M.,282.0,172.0,Giraldo S.,66.0,735.0,153,314
Mayer L.,25.0,1442.0,Gaio F.,277.0,178.0,387,289
Chardy J.,38.0,1120.0,Rosol L.,42.0,1070.0,93,765
Almagro N.,174.0,290.0,Vanni L.,100.0,529.0,6,925
Vesely J.,40.0,1100.0,Gulbis E.,22.0,1560.0,620,350
Simon G.,12.0,2255.0,Sock J.,33.0,1147.0,548,846
Dimitrov G.,11.0,3075.0,Janowicz J.,46.0,940.0,145,405
Kohlschreiber P.,23.0,1535.0,Young D.,48.0,920.0,306,981
Isner J.,17.0,1855.0,Sousa J.,51.0,903.0,265,852
Monaco J.,36.0,1135.0,Lajovic D.,75.0,666.0,410,501
Thiem D.,49.0,915.0,Bolelli S.,57.0,861.0,586,102
Ilhan M.,87.0,592.0,Mannarino A.,29.0,1248.0,263,553
Cuevas P.,24.0,1502.0,Lorenzi P.,94.0,543.0,111,538
Gasquet R.,21.0,1580.0,Fabbiano T.,199.0,240.0,200,267
Fognini F.,31.0,1215.0,Johnson S.,50.0,905.0,187,415
Garcia-Lopez G.,28.0,1290.0,Cilic M.,10.0,3360.0,198,158
Bellucci T.,68.0,714.0,Schwartzman D.,62.0,765.0,44,806
Dolgopolov O.,80.0,645.0,Klizan M.,32.0,1180.0,150,454
Lopez F.,13.0,2245.0,Kyrgios N.,30.0,1220.0,358,497
Troicki V.,34.0,1147.0,Tomic B.,27.0,1355.0,594,891
Goffin D.,20.0,1705.0,Arnaboldi A.,212.0,226.0,213,37
Bautista R.,19.0,1715.0,Granollers M.,54.0,880.0,39,335
Tsonga J.W.,14.0,2090.0,Querrey S.,37.0,1125.0,598,720
Wawrinka S.,9.0,3575.0,Monaco J.,36.0,1135.0,632,611
Djokovic N.,1.0,13845.0,Almagro N.,174.0,290.0,147,15
Anderson K.,16.0,1925.0,Kohlschreiber P.,23.0,1535.0,12,460
Ferrer D.,8.0,4310.0,Gasquet R.,21.0,1580.0,182,301
Berdych T.,5.0,5140.0,Donati M.,282.0,172.0,49,228
Garcia-Lopez G.,28.0,1290.0,Dolgopolov O.,80.0,645.0,198,225
Isner J.,17.0,1855.0,Mayer L.,25.0,1442.0,265,572
Murray A.,3.0,7130.0,Chardy J.,38.0,1120.0,425,151
Nishikori K.,6.0,5040.0,Vesely J.,40.0,1100.0,437,942
Nadal R.,7.0,4990.0,Ilhan M.,87.0,592.0,427,395
Bellucci T.,68.0,714.0,Bautista R.,19.0,1715.0,44,68
Thiem D.,49.0,915.0,Simon G.,12.0,2255.0,586,827
Fognini F.,31.0,1215.0,Dimitrov G.,11.0,3075.0,187,218
Goffin D.,20.0,1705.0,Tsonga J.W.,14.0,2090.0,213,907
Troicki V.,34.0,1147.0,Lopez F.,13.0,2245.0,594,533
Federer R.,2.0,8645.0,Cuevas P.,24.0,1502.0,180,178
Nadal R.,7.0,4990.0,Isner J.,17.0,1855.0,427,399
Wawrinka S.,9.0,3575.0,Thiem D.,49.0,915.0,632,884
Ferrer D.,8.0,4310.0,Garcia-Lopez G.,28.0,1290.0,182,298
Goffin D.,20.0,1705.0,Murray A.,3.0,7130.0,213,633
Federer R.,2.0,8645.0,Anderson K.,16.0,1925.0,180,23
Berdych T.,5.0,5140.0,Fognini F.,31.0,1215.0,49,282
Nishikori K.,6.0,5040.0,Troicki V.,34.0,1147.0,437,899
Djokovic N.,1.0,13845.0,Bellucci T.,68.0,714.0,147,77
Ferrer D.,8.0,4310.0,Goffin D.,20.0,1705.0,182,317
Federer R.,2.0,8645.0,Berdych T.,5.0,5140.0,180,83
Djokovic N.,1.0,13845.0,Nishikori K.,6.0,5040.0,147,660
Wawrinka S.,9.0,3575.0,Nadal R.,7.0,4990.0,632,637
Djokovic N.,1.0,13845.0,Ferrer D.,8.0,4310.0,147,274
Federer R.,2.0,8645.0,Wawrinka S.,9.0,3575.0,180,962
Djokovic N.,1.0,13845.0,Federer R.,2.0,8645.0,147,271
Rublev A.,229.0,210.0,Nieminen J.,86.0,603.0,512,656
Giraldo S.,67.0,710.0,Berankis R.,92.0,573.0,210,82
Kuznetsov An.,124.0,433.0,Haider-Maurer A.,48.0,926.0,334,356
Sousa J.,50.0,903.0,Souza J.,80.0,650.0,563,854
Ramos-Vinolas A.,63.0,755.0,Matosevic M.,100.0,526.0,487,569
Melzer J.,104.0,505.0,Dzumhur D.,87.0,596.0,396,240
Youzhny M.,70.0,700.0,Struff J.L.,98.0,533.0,648,868
Bellucci T.,60.0,823.0,Baghdatis M.,58.0,832.0,44,47
Istomin D.,66.0,725.0,Tipsarevic J.,474.0,76.0,266,888
Delbonis F.,74.0,687.0,Gabashvili T.,76.0,677.0,133,288
Rosol L.,40.0,1035.0,Lu Y.H.,64.0,754.0,510,540
Mannarino A.,31.0,1223.0,Berlocq C.,101.0,525.0,373,85
Giraldo S.,67.0,710.0,Youzhny M.,70.0,700.0,210,982
Cilic M.,10.0,3325.0,Rublev A.,229.0,210.0,97,768
Delbonis F.,74.0,687.0,Kuznetsov An.,124.0,433.0,133,493
Sousa J.,50.0,903.0,Melzer J.,104.0,505.0,563,587
Bellucci T.,60.0,823.0,Istomin D.,66.0,725.0,44,400
Andujar P.,41.0,1025.0,Mannarino A.,31.0,1223.0,16,553
Wawrinka S.,9.0,3845.0,Rosol L.,40.0,1035.0,632,765
Ramos-Vinolas A.,63.0,755.0,Becker B.,45.0,965.0,487,71
Giraldo S.,67.0,710.0,Cilic M.,10.0,3325.0,210,158
Bellucci T.,60.0,823.0,Ramos-Vinolas A.,63.0,755.0,44,732
Sousa J.,50.0,903.0,Andujar P.,41.0,1025.0,563,29
Delbonis F.,74.0,687.0,Wawrinka S.,9.0,3845.0,133,962
Bellucci T.,60.0,823.0,Giraldo S.,67.0,710.0,44,314
Sousa J.,50.0,903.0,Delbonis F.,74.0,687.0,563,204
Bellucci T.,60.0,823.0,Sousa J.,50.0,903.0,44,852
Carreno-Busta P.,61.0,815.0,Hamou M.,225.0,213.0,84,362
Monaco J.,34.0,1170.0,Paire B.,71.0,698.0,410,685
Johnson S.,55.0,850.0,Venus M.,516.0,65.0,277,939
Querrey S.,38.0,1115.0,Bemelmans R.,95.0,542.0,479,79
Coric B.,53.0,890.0,Groth S.,73.0,688.0,106,347
Thiem D.,42.0,995.0,Estrella Burgos V.,46.0,945.0,586,260
Duckworth J.,88.0,589.0,Tiafoe F.,291.0,162.0,156,887
Mina G.,269.0,184.0,Tomic B.,28.0,1320.0,404,891
Kyrgios N.,30.0,1230.0,Kukushkin M.,57.0,842.0,336,486
Lajovic D.,75.0,685.0,Sock J.,36.0,1137.0,339,846
Pouille L.,91.0,573.0,Smyczek T.,72.0,688.0,474,844
Dolgopolov O.,68.0,705.0,Stakhovsky S.,52.0,894.0,150,857
Isner J.,17.0,1935.0,Johnson S.,55.0,850.0,265,415
Monaco J.,34.0,1170.0,Querrey S.,38.0,1115.0,410,720
Mayer L.,24.0,1487.0,Pouille L.,91.0,573.0,387,713
Lajovic D.,75.0,685.0,Carreno-Busta P.,61.0,815.0,339,137
Thiem D.,42.0,995.0,Kyrgios N.,30.0,1230.0,586,497
Gulbis E.,25.0,1480.0,Dolgopolov O.,68.0,705.0,234,225
Coric B.,53.0,890.0,Mina G.,269.0,184.0,106,600
Duckworth J.,88.0,589.0,Halys Q.,304.0,153.0,156,361
Isner J.,17.0,1935.0,Lajovic D.,75.0,685.0,265,501
Thiem D.,42.0,995.0,Gulbis E.,25.0,1480.0,586,350
Mayer L.,24.0,1487.0,Monaco J.,34.0,1170.0,387,611
Coric B.,53.0,890.0,Duckworth J.,88.0,589.0,106,234
Thiem D.,42.0,995.0,Isner J.,17.0,1935.0,586,399
Mayer L.,24.0,1487.0,Coric B.,53.0,890.0,387,170
Thiem D.,42.0,995.0,Mayer L.,24.0,1487.0,586,572
Bautista R.,20.0,1750.0,Mayer F.,527.0,63.0,39,571
Dzumhur D.,88.0,601.0,Youzhny M.,68.0,720.0,160,982
Kohlschreiber P.,28.0,1285.0,Soeda G.,92.0,575.0,306,849
Rosol L.,43.0,1035.0,Ymer E.,175.0,283.0,510,979
Baghdatis M.,59.0,832.0,Karlovic I.,25.0,1330.0,25,430
Federer R.,2.0,9235.0,Falla A.,109.0,485.0,180,268
Wawrinka S.,9.0,3845.0,Ilhan M.,81.0,647.0,632,395
Granollers M.,57.0,845.0,Bachinger M.,124.0,431.0,224,45
Andujar P.,42.0,1050.0,Ramos-Vinolas A.,63.0,780.0,16,732
Mahut N.,116.0,469.0,Coppejans K.,107.0,494.0,369,167
Gulbis E.,29.0,1275.0,Sijsling I.,166.0,311.0,234,821
Nishikori K.,5.0,5220.0,Mathieu P.H.,125.0,429.0,437,568
Lajovic D.,67.0,730.0,Gonzalez M.,114.0,471.0,339,330
Johnson S.,56.0,850.0,Garcia-Lopez G.,24.0,1335.0,277,298
Tsonga J.W.,15.0,2045.0,Lindell C.,214.0,225.0,598,524
Sela D.,91.0,580.0,Kukushkin M.,58.0,842.0,537,486
Becker B.,48.0,965.0,Bemelmans R.,95.0,546.0,42,79
Stepanek R.,129.0,422.0,Dodig I.,119.0,466.0,573,223
Fognini F.,27.0,1295.0,Ito T.,106.0,494.0,187,401
Monaco J.,35.0,1170.0,Delbonis F.,82.0,627.0,410,204
Berdych T.,4.0,5230.0,Nishioka Y.,146.0,360.0,49,661
Klizan M.,36.0,1170.0,Tiafoe F.,287.0,168.0,302,887
Cuevas P.,23.0,1502.0,Groth S.,72.0,691.0,111,347
Gabashvili T.,74.0,677.0,Lopez F.,12.0,2280.0,192,533
Stakhovsky S.,54.0,894.0,Berankis R.,93.0,573.0,568,82
Verdasco F.,34.0,1180.0,Daniel T.,168.0,303.0,619,182
Paire B.,71.0,698.0,Elias G.,152.0,342.0,455,253
Tomic B.,26.0,1320.0,Vanni L.,102.0,505.0,590,925
Thiem D.,31.0,1225.0,Bedene A.,75.0,668.0,586,72
Simon G.,13.0,2210.0,Pouille L.,90.0,581.0,548,713
Goffin D.,18.0,1835.0,Krajinovic F.,99.0,527.0,213,475
Robredo T.,19.0,1755.0,Golubev A.,135.0,386.0,499,321
Giraldo S.,64.0,755.0,Young D.,52.0,910.0,210,981
Bellucci T.,40.0,1065.0,Matosevic M.,100.0,526.0,44,569
Kokkinakis T.,84.0,619.0,Basilashvili N.,160.0,323.0,308,64
Kyrgios N.,30.0,1250.0,Istomin D.,77.0,655.0,336,400
Coric B.,46.0,970.0,Querrey S.,38.0,1115.0,106,720
Monfils G.,14.0,2065.0,Roger-Vasselin E.,123.0,432.0,411,759
Schwartzman D.,62.0,785.0,Haider-Maurer A.,51.0,926.0,536,356
Bolelli S.,60.0,826.0,Darcis S.,76.0,664.0,61,183
Melzer J.,110.0,480.0,Mannarino A.,32.0,1223.0,396,553
Troicki V.,33.0,1217.0,Struff J.L.,98.0,533.0,594,868
Murray A.,3.0,7040.0,Arguello F.,137.0,385.0,425,35
Kuznetsov An.,120.0,465.0,Jaziri M.,85.0,618.0,334,409
Edmund K.,121.0,447.0,Robert S.,558.0,56.0,163,750
Cilic M.,10.0,3370.0,Haase R.,80.0,647.0,97,354
Gimeno-Traver D.,66.0,746.0,Souza J.,78.0,650.0,208,854
Janowicz J.,50.0,940.0,Hamou M.,225.0,213.0,269,362
Lu Y.H.,65.0,754.0,Kavcic B.,79.0,649.0,363,432
Ferrer D.,8.0,4490.0,Lacko L.,94.0,567.0,182,499
Mayer L.,22.0,1580.0,Vesely J.,41.0,1053.0,387,942
Sousa J.,44.0,1008.0,Pospisil V.,53.0,895.0,563,712
Chardy J.,45.0,985.0,Berrer M.,145.0,361.0,93,86
Arnaboldi A.,187.0,261.0,Duckworth J.,83.0,626.0,19,234
Anderson K.,17.0,1970.0,Smyczek T.,73.0,688.0,12,844
Nadal R.,7.0,4570.0,Halys Q.,296.0,159.0,427,361
Berlocq C.,111.0,480.0,Marchenko I.,127.0,427.0,51,556
Almagro N.,154.0,335.0,Dolgopolov O.,69.0,705.0,6,225
Gasquet R.,21.0,1625.0,Gigounon G.,209.0,229.0,200,310
Isner J.,16.0,1980.0,Seppi A.,39.0,1100.0,265,809
Djokovic N.,1.0,13845.0,Nieminen J.,87.0,603.0,147,656
Sock J.,37.0,1125.0,Dimitrov G.,11.0,2760.0,557,218
Carreno-Busta P.,61.0,825.0,Estrella Burgos V.,49.0,945.0,84,260
Muller G.,55.0,868.0,Lorenzi P.,86.0,617.0,421,538
Becker B.,48.0,965.0,Verdasco F.,34.0,1180.0,42,940
Simon G.,13.0,2210.0,Klizan M.,36.0,1170.0,548,454
Johnson S.,56.0,850.0,Stakhovsky S.,54.0,894.0,277,857
Wawrinka S.,9.0,3845.0,Lajovic D.,67.0,730.0,632,501
Federer R.,2.0,9235.0,Granollers M.,57.0,845.0,180,335
Dzumhur D.,88.0,601.0,Baghdatis M.,59.0,832.0,160,47
Cuevas P.,23.0,1502.0,Thiem D.,31.0,1225.0,111,884
Gabashvili T.,74.0,677.0,Monaco J.,35.0,1170.0,192,611
Nishikori K.,5.0,5220.0,Bellucci T.,40.0,1065.0,437,77
Mahut N.,116.0,469.0,Gulbis E.,29.0,1275.0,369,350
Paire B.,71.0,698.0,Fognini F.,27.0,1295.0,455,282
Rosol L.,43.0,1035.0,Bautista R.,20.0,1750.0,510,68
Monfils G.,14.0,2065.0,Schwartzman D.,62.0,785.0,411,806
Berdych T.,4.0,5230.0,Stepanek R.,129.0,422.0,49,863
Tsonga J.W.,15.0,2045.0,Sela D.,91.0,580.0,598,808
Kyrgios N.,30.0,1250.0,Edmund K.,121.0,447.0,336,246
Cilic M.,10.0,3370.0,Arnaboldi A.,187.0,261.0,97,37
Mayer L.,22.0,1580.0,Janowicz J.,50.0,940.0,387,405
Kokkinakis T.,84.0,619.0,Tomic B.,26.0,1320.0,308,891
Nadal R.,7.0,4570.0,Almagro N.,154.0,335.0,427,15
Andujar P.,42.0,1050.0,Kohlschreiber P.,28.0,1285.0,16,460
Kuznetsov An.,120.0,465.0,Melzer J.,110.0,480.0,334,587
Goffin D.,18.0,1835.0,Giraldo S.,64.0,755.0,213,314
Coric B.,46.0,970.0,Robredo T.,19.0,1755.0,106,751
Murray A.,3.0,7040.0,Sousa J.,44.0,1008.0,425,852
Djokovic N.,1.0,13845.0,Muller G.,55.0,868.0,147,627
Chardy J.,45.0,985.0,Isner J.,16.0,1980.0,93,399
Sock J.,37.0,1125.0,Carreno-Busta P.,61.0,825.0,557,137
Bolelli S.,60.0,826.0,Troicki V.,33.0,1217.0,61,899
Anderson K.,17.0,1970.0,Lu Y.H.,65.0,754.0,12,540
Ferrer D.,8.0,4490.0,Gimeno-Traver D.,66.0,746.0,182,312
Gasquet R.,21.0,1625.0,Berlocq C.,111.0,480.0,200,85
Nishikori K.,5.0,5220.0,Becker B.,48.0,965.0,437,71
Gabashvili T.,74.0,677.0,Rosol L.,43.0,1035.0,192,765
Simon G.,13.0,2210.0,Mahut N.,116.0,469.0,548,549
Federer R.,2.0,9235.0,Dzumhur D.,88.0,601.0,180,240
Wawrinka S.,9.0,3845.0,Johnson S.,56.0,850.0,632,415
Berdych T.,4.0,5230.0,Paire B.,71.0,698.0,49,685
Monfils G.,14.0,2065.0,Cuevas P.,23.0,1502.0,411,178
Tsonga J.W.,15.0,2045.0,Andujar P.,42.0,1050.0,598,29
Murray A.,3.0,7040.0,Kyrgios N.,30.0,1250.0,425,497
Cilic M.,10.0,3370.0,Mayer L.,22.0,1580.0,97,572
Djokovic N.,1.0,13845.0,Kokkinakis T.,84.0,619.0,147,462
Chardy J.,45.0,985.0,Goffin D.,18.0,1835.0,93,317
Sock J.,37.0,1125.0,Coric B.,46.0,970.0,557,170
Gasquet R.,21.0,1625.0,Anderson K.,17.0,1970.0,200,23
Ferrer D.,8.0,4490.0,Bolelli S.,60.0,826.0,182,102
Nadal R.,7.0,4570.0,Kuznetsov An.,120.0,465.0,427,493
Nishikori K.,5.0,5220.0,Gabashvili T.,74.0,677.0,437,288
Tsonga J.W.,15.0,2045.0,Berdych T.,4.0,5230.0,598,83
Wawrinka S.,9.0,3845.0,Simon G.,13.0,2210.0,632,827
Ferrer D.,8.0,4490.0,Cilic M.,10.0,3370.0,182,158
Murray A.,3.0,7040.0,Chardy J.,45.0,985.0,425,151
Federer R.,2.0,9235.0,Monfils G.,14.0,2065.0,180,612
Nadal R.,7.0,4570.0,Sock J.,37.0,1125.0,427,846
Djokovic N.,1.0,13845.0,Gasquet R.,21.0,1625.0,147,301
Tsonga J.W.,15.0,2045.0,Nishikori K.,5.0,5220.0,598,660
Wawrinka S.,9.0,3845.0,Federer R.,2.0,9235.0,632,271
Djokovic N.,1.0,13845.0,Nadal R.,7.0,4570.0,147,637
Murray A.,3.0,7040.0,Ferrer D.,8.0,4490.0,425,274
Wawrinka S.,9.0,3845.0,Tsonga J.W.,15.0,2045.0,632,907
Djokovic N.,1.0,13845.0,Murray A.,3.0,7040.0,147,633
Wawrinka S.,9.0,3845.0,Djokovic N.,1.0,13845.0,632,221
Muller G.,53.0,880.0,Ilhan M.,78.0,647.0,421,395
Haase R.,83.0,611.0,Kavcic B.,77.0,651.0,238,432
Pospisil V.,52.0,895.0,Matosevic M.,122.0,436.0,473,569
Copil M.,196.0,246.0,Nieminen J.,91.0,568.0,103,656
Sousa J.,44.0,1043.0,Istomin D.,81.0,620.0,563,400
Verdasco F.,42.0,1045.0,Gimeno-Traver D.,64.0,763.0,619,312
Chiudinelli M.,339.0,133.0,Paire B.,67.0,743.0,95,685
Mannarino A.,32.0,1188.0,Lu Y.H.,62.0,789.0,373,540
Marchenko I.,119.0,462.0,Youzhny M.,71.0,685.0,374,982
Melzer J.,109.0,480.0,De Schepper K.,158.0,334.0,396,195
Mahut N.,97.0,549.0,Hewitt L.,112.0,475.0,369,379
Ito T.,106.0,495.0,Berankis R.,93.0,567.0,267,82
Haase R.,83.0,611.0,Verdasco F.,42.0,1045.0,238,940
Karlovic I.,27.0,1250.0,Ito T.,106.0,495.0,287,401
Muller G.,53.0,880.0,Pospisil V.,52.0,895.0,421,712
Copil M.,196.0,246.0,Garcia-Lopez G.,34.0,1165.0,103,298
Mahut N.,97.0,549.0,Bautista R.,21.0,1705.0,369,68
Mannarino A.,32.0,1188.0,Chiudinelli M.,339.0,133.0,373,153
Marchenko I.,119.0,462.0,Sousa J.,44.0,1043.0,374,852
Goffin D.,15.0,1915.0,Melzer J.,109.0,480.0,213,587
Haase R.,83.0,611.0,Karlovic I.,27.0,1250.0,238,430
Mahut N.,97.0,549.0,Mannarino A.,32.0,1188.0,369,553
Goffin D.,15.0,1915.0,Marchenko I.,119.0,462.0,213,556
Muller G.,53.0,880.0,Copil M.,196.0,246.0,421,166
Mahut N.,97.0,549.0,Haase R.,83.0,611.0,369,354
Goffin D.,15.0,1915.0,Muller G.,53.0,880.0,213,627
Mahut N.,97.0,549.0,Goffin D.,15.0,1915.0,369,317
Kohlschreiber P.,29.0,1240.0,Dolgopolov O.,75.0,670.0,306,225
Haider-Maurer A.,55.0,857.0,Marterer M.,344.0,132.0,239,560
Tomic B.,24.0,1355.0,Struff J.L.,105.0,498.0,590,868
Troicki V.,28.0,1242.0,Coric B.,41.0,1050.0,594,170
Zverev M.,502.0,70.0,Thiem D.,30.0,1225.0,661,884
Baghdatis M.,63.0,787.0,Rosol L.,38.0,1115.0,25,765
Zverev A.,84.0,609.0,Pavic M.,404.0,106.0,660,693
Seppi A.,45.0,1020.0,Becker B.,43.0,1045.0,538,71
Groth S.,66.0,753.0,Stakhovsky S.,49.0,929.0,231,857
Haas T.,,,Kukushkin M.,59.0,802.0,237,486
Bachinger M.,116.0,466.0,Gojowczyk P.,148.0,361.0,23,319
Janowicz J.,50.0,895.0,Brown D.,104.0,507.0,269,120
Troicki V.,28.0,1242.0,Zverev A.,84.0,609.0,594,1007
Monfils G.,16.0,1885.0,Haider-Maurer A.,55.0,857.0,411,356
Groth S.,66.0,753.0,Lopez F.,14.0,2245.0,231,533
Kohlschreiber P.,29.0,1240.0,Janowicz J.,50.0,895.0,306,405
Zverev M.,502.0,70.0,Seppi A.,45.0,1020.0,661,809
Tomic B.,24.0,1355.0,Haas T.,,,590,353
Nadal R.,10.0,2930.0,Baghdatis M.,63.0,787.0,427,47
Cilic M.,9.0,3460.0,Bachinger M.,116.0,466.0,97,45
Monfils G.,16.0,1885.0,Kohlschreiber P.,29.0,1240.0,411,460
Nadal R.,10.0,2930.0,Tomic B.,24.0,1355.0,427,891
Cilic M.,9.0,3460.0,Zverev M.,502.0,70.0,97,1008
Troicki V.,28.0,1242.0,Groth S.,66.0,753.0,594,347
Nadal R.,10.0,2930.0,Monfils G.,16.0,1885.0,427,612
Troicki V.,28.0,1242.0,Cilic M.,9.0,3460.0,594,158
Nadal R.,10.0,2930.0,Troicki V.,28.0,1242.0,427,899
Mayer F.,487.0,73.0,Struff J.L.,106.0,498.0,386,868
Coric B.,41.0,1050.0,Young D.,56.0,830.0,106,981
Brown D.,114.0,474.0,Haider-Maurer A.,54.0,857.0,72,356
Zverev A.,81.0,624.0,Nieminen J.,93.0,564.0,660,656
Falla A.,147.0,358.0,Lacko L.,94.0,557.0,178,499
Federer R.,2.0,9165.0,Kohlschreiber P.,31.0,1195.0,180,460
Karlovic I.,27.0,1250.0,Giraldo S.,62.0,790.0,287,314
Johnson S.,53.0,870.0,Tomic B.,24.0,1355.0,277,891
Nishikori K.,5.0,5570.0,Thiem D.,29.0,1225.0,437,884
Gulbis E.,86.0,600.0,Stakhovsky S.,50.0,929.0,234,857
Kukushkin M.,59.0,802.0,Vesely J.,46.0,980.0,328,942
Monfils G.,16.0,1885.0,Rosol L.,39.0,1067.0,411,765
Seppi A.,45.0,1020.0,Haas T.,849.0,20.0,538,353
Janowicz J.,51.0,905.0,Cuevas P.,23.0,1502.0,269,178
Berdych T.,6.0,5050.0,Estrella Burgos V.,49.0,941.0,49,260
Robredo T.,20.0,1710.0,Berankis R.,92.0,567.0,499,82
Mayer F.,487.0,73.0,Johnson S.,53.0,870.0,386,415
Karlovic I.,27.0,1250.0,Zverev A.,81.0,624.0,287,1007
Berdych T.,6.0,5050.0,Coric B.,41.0,1050.0,49,170
Federer R.,2.0,9165.0,Gulbis E.,86.0,600.0,180,350
Janowicz J.,51.0,905.0,Falla A.,147.0,358.0,269,268
Nishikori K.,5.0,5570.0,Brown D.,114.0,474.0,437,120
Seppi A.,45.0,1020.0,Robredo T.,20.0,1710.0,538,751
Monfils G.,16.0,1885.0,Kukushkin M.,59.0,802.0,411,486
Karlovic I.,27.0,1250.0,Berdych T.,6.0,5050.0,287,83
Nishikori K.,5.0,5570.0,Janowicz J.,51.0,905.0,437,405
Federer R.,2.0,9165.0,Mayer F.,487.0,73.0,180,571
Seppi A.,45.0,1020.0,Monfils G.,16.0,1885.0,538,612
Federer R.,2.0,9165.0,Karlovic I.,27.0,1250.0,180,430
Seppi A.,45.0,1020.0,Nishikori K.,5.0,5570.0,538,660
Federer R.,2.0,9165.0,Seppi A.,45.0,1020.0,180,809
Garcia-Lopez G.,34.0,1165.0,Andujar P.,36.0,1125.0,198,29
Verdasco F.,42.0,1045.0,Bautista R.,21.0,1705.0,619,68
Gasquet R.,19.0,1715.0,Bolelli S.,55.0,846.0,200,102
Anderson K.,17.0,1880.0,Hewitt L.,117.0,465.0,12,379
Raonic M.,8.0,4440.0,Ward J.,109.0,483.0,488,960
Isner J.,18.0,1845.0,Donaldson J.,158.0,335.0,265,227
Wawrinka S.,4.0,5790.0,Kyrgios N.,28.0,1245.0,632,497
Muller G.,48.0,953.0,Youzhny M.,71.0,685.0,421,982
