winner,loser,round,comment,best_of,tournament,winner_id,loser_id,tournament_id
Andujar P.,Hewitt L.,1st Round,Completed,3,Open de Nice Côte d’Azur,16,379,118
Hanescu V.,Ramos A.,1st Round,Completed,3,Open de Nice Côte d’Azur,242,731,118
Stakhovsky S.,Dutra Silva R.,1st Round,Completed,3,Open de Nice Côte d’Azur,568,239,118
Fognini F.,Cecchinato M.,1st Round,Completed,3,Open de Nice Côte d’Azur,187,142,118
Mathieu P.H.,Harrison R.,1st Round,Completed,3,Open de Nice Côte d’Azur,384,369,118
Monfils G.,Giraldo S.,1st Round,Completed,3,Open de Nice Côte d’Azur,411,314,118
Rufin G.,Lorenzi P.,1st Round,Completed,3,Open de Nice Côte d’Azur,513,538,118
Roger-Vasselin E.,Berankis R.,2nd Round,Completed,3,Open de Nice Côte d’Azur,506,82,118
Montanes A.,Hanescu V.,2nd Round,Completed,3,Open de Nice Côte d’Azur,412,363,118
Querrey S.,Stakhovsky S.,2nd Round,Completed,3,Open de Nice Côte d’Azur,479,857,118
Andujar P.,Lu Y.H.,2nd Round,Completed,3,Open de Nice Côte d’Azur,16,540,118
Mathieu P.H.,Berlocq C.,2nd Round,Completed,3,Open de Nice Côte d’Azur,384,85,118
Haase R.,Isner J.,2nd Round,Completed,3,Open de Nice Côte d’Azur,238,399,118
Simon G.,Rufin G.,2nd Round,Completed,3,Open de Nice Côte d’Azur,548,769,118
Monfils G.,Fognini F.,2nd Round,Completed,3,Open de Nice Côte d’Azur,411,282,118
Roger-Vasselin E.,Querrey S.,Quarterfinals,Completed,3,Open de Nice Côte d’Azur,506,720,118
Montanes A.,Mathieu P.H.,Quarterfinals,Completed,3,Open de Nice Côte d’Azur,412,568,118
Andujar P.,Simon G.,Quarterfinals,Completed,3,Open de Nice Côte d’Azur,16,827,118
Monfils G.,Haase R.,Quarterfinals,Completed,3,Open de Nice Côte d’Azur,411,354,118
Montanes A.,Roger-Vasselin E.,Semifinals,Completed,3,Open de Nice Côte d’Azur,412,759,118
Monfils G.,Andujar P.,Semifinals,Completed,3,Open de Nice Côte d’Azur,411,29,118
Montanes A.,Monfils G.,The Final,Completed,3,Open de Nice Côte d’Azur,412,612,118
Kavcic B.,Duckworth J.,1st Round,Completed,5,French Open,288,234,63
Anderson K.,Marchenko I.,1st Round,Completed,5,French Open,12,556,63
Sousa J.,Soeda G.,1st Round,Completed,5,French Open,563,849,63
Raonic M.,Malisse X.,1st Round,Completed,5,French Open,488,551,63
Simon G.,Hewitt L.,1st Round,Completed,5,French Open,548,379,63
Bautista R.,Muller G.,1st Round,Completed,5,French Open,39,627,63
Seppi A.,Mayer L.,1st Round,Completed,5,French Open,538,572,63
Federer R.,Carreno-Busta P.,1st Round,Completed,5,French Open,180,137,63
Querrey S.,Lacko L.,1st Round,Completed,5,French Open,479,499,63
Hajek J.,Kudla D.,1st Round,Completed,5,French Open,240,482,63
Devvarman S.,Munoz-De La Nava D.,1st Round,Completed,5,French Open,142,632,63
Chardy J.,Becker B.,1st Round,Completed,5,French Open,93,71,63
Ferrer D.,Matosevic M.,1st Round,Completed,5,French Open,182,569,63
Llodra M.,Darcis S.,1st Round,Completed,5,French Open,356,183,63
Troicki V.,Blake J.,1st Round,Completed,5,French Open,594,94,63
Kamke T.,Lorenzi P.,1st Round,Completed,5,French Open,284,538,63
Nishikori K.,Levine J.,1st Round,Completed,5,French Open,437,519,63
Cuevas P.,Mannarino A.,1st Round,Completed,5,French Open,111,553,63
Kyrgios N.,Stepanek R.,1st Round,Completed,5,French Open,336,863,63
Donskoy E.,Struff J.L.,1st Round,Completed,5,French Open,154,868,63
Roger-Vasselin E.,Alund M.,1st Round,Completed,5,French Open,506,18,63
Sijsling I.,Melzer J.,1st Round,Completed,5,French Open,545,587,63
Robredo T.,Zopp J.,1st Round,Completed,5,French Open,499,1004,63
Tsonga J.W.,Bedene A.,1st Round,Completed,5,French Open,598,72,63
Benneteau J.,Berankis R.,1st Round,Completed,5,French Open,47,82,63
Zemlja G.,Giraldo S.,1st Round,Completed,5,French Open,653,314,63
Lopez F.,Granollers M.,1st Round,Completed,5,French Open,358,335,63
Nadal R.,Brands D.,1st Round,Completed,5,French Open,427,115,63
Almagro N.,Haider-Maurer A.,1st Round,Completed,5,French Open,6,356,63
Cilic M.,Petzschner P.,1st Round,Completed,5,French Open,97,699,63
Harrison R.,Kuznetsov An.,1st Round,Completed,5,French Open,247,493,63
Klizan M.,Russell M.,1st Round,Retired,5,French Open,302,771,63
Rosol L.,Riba P.,1st Round,Completed,5,French Open,510,743,63
Fognini F.,Beck A.,1st Round,Completed,5,French Open,187,69,63
Gimeno-Traver D.,Monaco J.,1st Round,Completed,5,French Open,208,611,63
Nieminen J.,Mathieu P.H.,1st Round,Completed,5,French Open,436,568,63
Gulbis E.,Dutra Silva R.,1st Round,Completed,5,French Open,234,239,63
Gasquet R.,Stakhovsky S.,1st Round,Completed,5,French Open,200,857,63
Haase R.,De Schepper K.,1st Round,Completed,5,French Open,238,195,63
Monfils G.,Berdych T.,1st Round,Completed,5,French Open,411,83,63
Isner J.,Berlocq C.,1st Round,Completed,5,French Open,265,85,63
Montanes A.,Johnson S.,1st Round,Completed,5,French Open,412,415,63
Przysiezny M.,Williams R.,1st Round,Completed,5,French Open,476,968,63
Janowicz J.,Ramos A.,1st Round,Completed,5,French Open,269,731,63
Dimitrov G.,Falla A.,1st Round,Retired,5,French Open,145,268,63
Hanescu V.,Tomic B.,1st Round,Retired,5,French Open,242,891,63
Youzhny M.,Andujar P.,1st Round,Completed,5,French Open,648,29,63
Delbonis F.,Reister J.,1st Round,Completed,5,French Open,133,738,63
Tursunov D.,Dolgopolov O.,1st Round,Completed,5,French Open,599,225,63
Pouille L.,Kuznetsov Al.,1st Round,Completed,5,French Open,474,492,63
Sock J.,Garcia-Lopez G.,1st Round,Completed,5,French Open,557,298,63
Haas T.,Rufin G.,1st Round,Completed,5,French Open,237,769,63
Davydenko N.,Serra F.,1st Round,Completed,5,French Open,119,812,63
Lu Y.H.,Bolelli S.,1st Round,Retired,5,French Open,363,102,63
Istomin D.,Mayer F.,1st Round,Retired,5,French Open,266,571,63
Pella G.,Dodig I.,1st Round,Completed,5,French Open,463,223,63
Kohlschreiber P.,Vesely J.,1st Round,Completed,5,French Open,306,942,63
Wawrinka S.,De Bakker T.,1st Round,Completed,5,French Open,632,188,63
Djokovic N.,Goffin D.,1st Round,Completed,5,French Open,147,317,63
Verdasco F.,Gicquel M.,1st Round,Completed,5,French Open,619,309,63
Tipsarevic J.,Mahut N.,1st Round,Completed,5,French Open,589,549,63
Kubot L.,Teixeira M.,1st Round,Completed,5,French Open,324,882,63
Paire B.,Baghdatis M.,1st Round,Completed,5,French Open,455,47,63
Zeballos H.,Pospisil V.,1st Round,Completed,5,French Open,651,712,63
Cilic M.,Kyrgios N.,2nd Round,Completed,5,French Open,97,497,63
Ferrer D.,Montanes A.,2nd Round,Completed,5,French Open,182,613,63
Troicki V.,Gimeno-Traver D.,2nd Round,Completed,5,French Open,594,312,63
Lopez F.,Sousa J.,2nd Round,Completed,5,French Open,358,852,63
Anderson K.,Donskoy E.,2nd Round,Completed,5,French Open,12,230,63
Tsonga J.W.,Nieminen J.,2nd Round,Completed,5,French Open,598,656,63
Seppi A.,Kavcic B.,2nd Round,Completed,5,French Open,538,432,63
Robredo T.,Sijsling I.,2nd Round,Completed,5,French Open,499,821,63
Simon G.,Cuevas P.,2nd Round,Completed,5,French Open,548,178,63
Raonic M.,Llodra M.,2nd Round,Completed,5,French Open,488,529,63
Chardy J.,Bautista R.,2nd Round,Completed,5,French Open,93,68,63
Benneteau J.,Kamke T.,2nd Round,Completed,5,French Open,47,427,63
Monfils G.,Gulbis E.,2nd Round,Completed,5,French Open,411,350,63
Almagro N.,Roger-Vasselin E.,2nd Round,Completed,5,French Open,6,759,63
Querrey S.,Hajek J.,2nd Round,Completed,5,French Open,479,357,63
Federer R.,Devvarman S.,2nd Round,Completed,5,French Open,180,214,63
Kohlschreiber P.,Lu Y.H.,2nd Round,Walkover,5,French Open,306,540,63
Dimitrov G.,Pouille L.,2nd Round,Completed,5,French Open,145,713,63
Nishikori K.,Zemlja G.,2nd Round,Completed,5,French Open,437,994,63
Hanescu V.,Tursunov D.,2nd Round,Retired,5,French Open,242,909,63
Fognini F.,Rosol L.,2nd Round,Completed,5,French Open,187,765,63
Djokovic N.,Pella G.,2nd Round,Completed,5,French Open,147,696,63
Paire B.,Kubot L.,2nd Round,Completed,5,French Open,455,481,63
Youzhny M.,Delbonis F.,2nd Round,Completed,5,French Open,648,204,63
Haas T.,Sock J.,2nd Round,Completed,5,French Open,237,846,63
Janowicz J.,Haase R.,2nd Round,Completed,5,French Open,269,354,63
Isner J.,Harrison R.,2nd Round,Completed,5,French Open,265,369,63
Davydenko N.,Istomin D.,2nd Round,Completed,5,French Open,119,400,63
Gasquet R.,Przysiezny M.,2nd Round,Completed,5,French Open,200,717,63
Tipsarevic J.,Verdasco F.,2nd Round,Completed,5,French Open,589,940,63
Nadal R.,Klizan M.,2nd Round,Completed,5,French Open,427,454,63
Wawrinka S.,Zeballos H.,2nd Round,Completed,5,French Open,632,992,63
Ferrer D.,Lopez F.,3rd Round,Completed,5,French Open,182,533,63
Troicki V.,Cilic M.,3rd Round,Completed,5,French Open,594,158,63
Federer R.,Benneteau J.,3rd Round,Completed,5,French Open,180,81,63
Robredo T.,Monfils G.,3rd Round,Completed,5,French Open,499,612,63
Anderson K.,Raonic M.,3rd Round,Completed,5,French Open,12,733,63
Tsonga J.W.,Chardy J.,3rd Round,Completed,5,French Open,598,151,63
Simon G.,Querrey S.,3rd Round,Completed,5,French Open,548,720,63
Almagro N.,Seppi A.,3rd Round,Completed,5,French Open,6,809,63
Nishikori K.,Paire B.,3rd Round,Completed,5,French Open,437,685,63
Youzhny M.,Tipsarevic J.,3rd Round,Completed,5,French Open,648,888,63
Haas T.,Isner J.,3rd Round,Completed,5,French Open,237,399,63
Gasquet R.,Davydenko N.,3rd Round,Completed,5,French Open,200,186,63
Nadal R.,Fognini F.,3rd Round,Completed,5,French Open,427,282,63
Wawrinka S.,Janowicz J.,3rd Round,Completed,5,French Open,632,405,63
Djokovic N.,Dimitrov G.,3rd Round,Completed,5,French Open,147,218,63
Kohlschreiber P.,Hanescu V.,3rd Round,Completed,5,French Open,306,363,63
Ferrer D.,Anderson K.,4th Round,Completed,5,French Open,182,23,63
Robredo T.,Almagro N.,4th Round,Completed,5,French Open,499,15,63
Tsonga J.W.,Troicki V.,4th Round,Completed,5,French Open,598,899,63
Federer R.,Simon G.,4th Round,Completed,5,French Open,180,827,63
Haas T.,Youzhny M.,4th Round,Completed,5,French Open,237,982,63
Djokovic N.,Kohlschreiber P.,4th Round,Completed,5,French Open,147,460,63
Wawrinka S.,Gasquet R.,4th Round,Completed,5,French Open,632,301,63
Nadal R.,Nishikori K.,4th Round,Completed,5,French Open,427,660,63
Tsonga J.W.,Federer R.,Quarterfinals,Completed,5,French Open,598,271,63
Ferrer D.,Robredo T.,Quarterfinals,Completed,5,French Open,182,751,63
Djokovic N.,Haas T.,Quarterfinals,Completed,5,French Open,147,353,63
Nadal R.,Wawrinka S.,Quarterfinals,Completed,5,French Open,427,962,63
Nadal R.,Djokovic N.,Semifinals,Completed,5,French Open,427,221,63
Ferrer D.,Tsonga J.W.,Semifinals,Completed,5,French Open,182,907,63
Nadal R.,Ferrer D.,The Final,Completed,5,French Open,427,274,63
Hernych J.,Brands D.,1st Round,Completed,3,Gerry Weber Open,253,115,70
Youzhny M.,Gimeno-Traver D.,1st Round,Completed,3,Gerry Weber Open,648,312,70
Mayer F.,Fischer M.,1st Round,Completed,3,Gerry Weber Open,386,278,70
Zverev M.,Goffin D.,1st Round,Completed,3,Gerry Weber Open,661,317,70
Kamke T.,Kubot L.,1st Round,Completed,3,Gerry Weber Open,284,481,70
Monfils G.,Raonic M.,1st Round,Completed,3,Gerry Weber Open,411,733,70
Basic M.,Janowicz J.,1st Round,Completed,3,Gerry Weber Open,35,405,70
Stebe C.M.,Wang J.,1st Round,Completed,3,Gerry Weber Open,572,957,70
Mayer L.,Struff J.L.,1st Round,Completed,3,Gerry Weber Open,387,868,70
Gulbis E.,Baghdatis M.,1st Round,Completed,3,Gerry Weber Open,234,47,70
Melzer J.,Ghedin R.,1st Round,Completed,3,Gerry Weber Open,396,306,70
Kohlschreiber P.,Berlocq C.,1st Round,Completed,3,Gerry Weber Open,306,85,70
Youzhny M.,Nishikori K.,2nd Round,Completed,3,Gerry Weber Open,648,660,70
Monfils G.,Hernych J.,2nd Round,Completed,3,Gerry Weber Open,411,378,70
Zverev M.,Basic M.,2nd Round,Completed,3,Gerry Weber Open,661,63,70
Federer R.,Stebe C.M.,2nd Round,Completed,3,Gerry Weber Open,180,862,70
Kohlschreiber P.,Kamke T.,2nd Round,Completed,3,Gerry Weber Open,306,427,70
Gasquet R.,Melzer J.,2nd Round,Completed,3,Gerry Weber Open,200,587,70
Mayer F.,Mayer L.,2nd Round,Completed,3,Gerry Weber Open,386,572,70
Haas T.,Gulbis E.,2nd Round,Completed,3,Gerry Weber Open,237,350,70
Federer R.,Zverev M.,Quarterfinals,Completed,3,Gerry Weber Open,180,1008,70
Gasquet R.,Mayer F.,Quarterfinals,Completed,3,Gerry Weber Open,200,571,70
Haas T.,Monfils G.,Quarterfinals,Completed,3,Gerry Weber Open,237,612,70
Youzhny M.,Kohlschreiber P.,Quarterfinals,Completed,3,Gerry Weber Open,648,460,70
Federer R.,Haas T.,Semifinals,Completed,3,Gerry Weber Open,180,353,70
Youzhny M.,Gasquet R.,Semifinals,Completed,3,Gerry Weber Open,648,301,70
Federer R.,Youzhny M.,The Final,Completed,3,Gerry Weber Open,180,982,70
Evans D.,Pella G.,1st Round,Completed,3,AEGON Championships,176,696,2
Bedene A.,Mathieu P.H.,1st Round,Completed,3,AEGON Championships,43,568,2
Kudla D.,Delbonis F.,1st Round,Completed,3,AEGON Championships,325,204,2
Giraldo S.,Levine J.,1st Round,Completed,3,AEGON Championships,210,519,2
Dodig I.,Ward J.,1st Round,Completed,3,AEGON Championships,149,960,2
Paire B.,Baker J.,1st Round,Completed,3,AEGON Championships,455,51,2
Matosevic M.,Nielsen F.,1st Round,Completed,3,AEGON Championships,385,654,2
Malisse X.,Garcia-Lopez G.,1st Round,Completed,3,AEGON Championships,371,298,2
De Bakker T.,Bozoljac I.,1st Round,Completed,3,AEGON Championships,121,113,2
Sijsling I.,Ito T.,1st Round,Completed,3,AEGON Championships,545,401,2
Hewitt L.,Russell M.,1st Round,Completed,3,AEGON Championships,254,771,2
Roger-Vasselin E.,Rufin G.,1st Round,Completed,3,AEGON Championships,506,769,2
Stakhovsky S.,Corrie E.,1st Round,Completed,3,AEGON Championships,568,171,2
Dimitrov G.,Sela D.,1st Round,Completed,3,AEGON Championships,145,808,2
Istomin D.,Kuznetsov An.,1st Round,Completed,3,AEGON Championships,266,493,2
Lopez F.,Berankis R.,1st Round,Completed,3,AEGON Championships,358,82,2
Benneteau J.,Mannarino A.,1st Round,Completed,3,AEGON Championships,47,553,2
Rosol L.,Groth S.,1st Round,Completed,3,AEGON Championships,510,347,2
Nieminen J.,Harrison R.,1st Round,Completed,3,AEGON Championships,436,369,2
De Schepper K.,Ram R.,1st Round,Completed,3,AEGON Championships,126,727,2
Mahut N.,Williams R.,1st Round,Completed,3,AEGON Championships,369,968,2
Zemlja G.,Edmund K.,1st Round,Completed,3,AEGON Championships,653,246,2
Llodra M.,Andujar P.,1st Round,Completed,3,AEGON Championships,356,29,2
Becker B.,Tomic B.,1st Round,Completed,3,AEGON Championships,42,891,2
Querrey S.,Bedene A.,2nd Round,Completed,3,AEGON Championships,479,72,2
Del Potro J.M.,Malisse X.,2nd Round,Completed,3,AEGON Championships,132,551,2
Kudla D.,Paire B.,2nd Round,Completed,3,AEGON Championships,325,685,2
Matosevic M.,Llodra M.,2nd Round,Walkover,3,AEGON Championships,385,529,2
Dolgopolov O.,Giraldo S.,2nd Round,Completed,3,AEGON Championships,150,314,2
Hewitt L.,Dimitrov G.,2nd Round,Completed,3,AEGON Championships,254,218,2
Evans D.,Nieminen J.,2nd Round,Completed,3,AEGON Championships,176,656,2
Berdych T.,De Bakker T.,2nd Round,Completed,3,AEGON Championships,49,188,2
Zemlja G.,Stakhovsky S.,2nd Round,Completed,3,AEGON Championships,653,857,2
De Schepper K.,Bopanna R.,2nd Round,Completed,3,AEGON Championships,126,105,2
Cilic M.,Dodig I.,2nd Round,Completed,3,AEGON Championships,97,223,2
Becker B.,Rosol L.,2nd Round,Completed,3,AEGON Championships,42,765,2
Lopez F.,Benneteau J.,2nd Round,Completed,3,AEGON Championships,358,81,2
Sijsling I.,Istomin D.,2nd Round,Completed,3,AEGON Championships,545,400,2
Tsonga J.W.,Roger-Vasselin E.,2nd Round,Completed,3,AEGON Championships,598,759,2
Murray A.,Mahut N.,2nd Round,Completed,3,AEGON Championships,425,549,2
Berdych T.,Zemlja G.,3rd Round,Completed,3,AEGON Championships,49,994,2
Hewitt L.,Querrey S.,3rd Round,Completed,3,AEGON Championships,254,720,2
Cilic M.,Lopez F.,3rd Round,Completed,3,AEGON Championships,97,533,2
Del Potro J.M.,Evans D.,3rd Round,Completed,3,AEGON Championships,132,265,2
Kudla D.,De Schepper K.,3rd Round,Completed,3,AEGON Championships,325,195,2
Tsonga J.W.,Sijsling I.,3rd Round,Completed,3,AEGON Championships,598,821,2
Becker B.,Dolgopolov O.,3rd Round,Completed,3,AEGON Championships,42,225,2
Murray A.,Matosevic M.,3rd Round,Completed,3,AEGON Championships,425,569,2
Cilic M.,Berdych T.,Quarterfinals,Completed,3,AEGON Championships,97,83,2
Hewitt L.,Del Potro J.M.,Quarterfinals,Completed,3,AEGON Championships,254,203,2
Murray A.,Becker B.,Quarterfinals,Completed,3,AEGON Championships,425,71,2
Tsonga J.W.,Kudla D.,Quarterfinals,Completed,3,AEGON Championships,598,482,2
Cilic M.,Hewitt L.,Semifinals,Completed,3,AEGON Championships,97,379,2
Murray A.,Tsonga J.W.,Semifinals,Completed,3,AEGON Championships,425,907,2
Murray A.,Cilic M.,The Final,Completed,3,AEGON Championships,425,158,2
Fognini F.,Zemlja G.,1st Round,Completed,3,AEGON International,187,994,3
Harrison R.,Mathieu P.H.,1st Round,Completed,3,AEGON International,247,568,3
Seppi A.,Rufin G.,1st Round,Completed,3,AEGON International,538,769,3
Edmund K.,De Schepper K.,1st Round,Completed,3,AEGON International,163,195,3
Ramos A.,Blake J.,1st Round,Completed,3,AEGON International,486,94,3
Verdasco F.,Dolgopolov O.,1st Round,Completed,3,AEGON International,619,225,3
Tomic B.,Ward J.,1st Round,Completed,3,AEGON International,590,960,3
Lopez F.,Nieminen J.,1st Round,Completed,3,AEGON International,358,656,3
Klizan M.,Troicki V.,1st Round,Completed,3,AEGON International,302,899,3
Dodig I.,Istomin D.,1st Round,Completed,3,AEGON International,149,400,3
Stepanek R.,Matosevic M.,1st Round,Completed,3,AEGON International,573,569,3
Benneteau J.,Anderson K.,1st Round,Completed,3,AEGON International,47,23,3
Verdasco F.,Ramos A.,2nd Round,Completed,3,AEGON International,619,731,3
Dodig I.,Raonic M.,2nd Round,Completed,3,AEGON International,149,733,3
Fognini F.,Klizan M.,2nd Round,Completed,3,AEGON International,187,454,3
Lopez F.,Monaco J.,2nd Round,Completed,3,AEGON International,358,611,3
Tomic B.,Benneteau J.,2nd Round,Completed,3,AEGON International,590,81,3
Stepanek R.,Kohlschreiber P.,2nd Round,Completed,3,AEGON International,573,460,3
Seppi A.,Harrison R.,2nd Round,Completed,3,AEGON International,538,369,3
Simon G.,Edmund K.,2nd Round,Completed,3,AEGON International,548,246,3
Lopez F.,Verdasco F.,Quarterfinals,Completed,3,AEGON International,358,940,3
Dodig I.,Fognini F.,Quarterfinals,Completed,3,AEGON International,149,282,3
Seppi A.,Stepanek R.,Quarterfinals,Completed,3,AEGON International,538,863,3
Simon G.,Tomic B.,Quarterfinals,Completed,3,AEGON International,548,891,3
Lopez F.,Dodig I.,Semifinals,Completed,3,AEGON International,358,223,3
Simon G.,Seppi A.,Semifinals,Completed,3,AEGON International,548,809,3
Lopez F.,Simon G.,The Final,Completed,3,AEGON International,358,827,3
Haase R.,Mayer L.,1st Round,Completed,3,Topshelf Open,238,572,159
Brands D.,Huta Galung J.,1st Round,Completed,3,Topshelf Open,69,391,159
Garcia-Lopez G.,Hanescu V.,1st Round,Completed,3,Topshelf Open,198,363,159
Kuznetsov An.,Gimeno-Traver D.,1st Round,Completed,3,Topshelf Open,334,312,159
Lorenzi P.,De Bakker T.,1st Round,Completed,3,Topshelf Open,361,188,159
Berlocq C.,Baghdatis M.,1st Round,Completed,3,Topshelf Open,51,47,159
Bautista R.,Bohli S.,1st Round,Completed,3,Topshelf Open,39,101,159
Donskoy E.,Isner J.,1st Round,Completed,3,Topshelf Open,154,399,159
Copil M.,Dutra Silva R.,1st Round,Completed,3,Topshelf Open,103,239,159
Llodra M.,Paire B.,1st Round,Retired,3,Topshelf Open,356,685,159
Chardy J.,Pouille L.,1st Round,Completed,3,Topshelf Open,93,713,159
Lu Y.H.,Roger-Vasselin E.,1st Round,Completed,3,Topshelf Open,363,759,159
Malisse X.,Ferrer D.,1st Round,Completed,3,Topshelf Open,371,274,159
Hernych J.,Goffin D.,1st Round,Completed,3,Topshelf Open,253,317,159
Mahut N.,Berankis R.,1st Round,Completed,3,Topshelf Open,369,82,159
Wawrinka S.,Darcis S.,1st Round,Completed,3,Topshelf Open,632,183,159
Donskoy E.,Haase R.,2nd Round,Completed,3,Topshelf Open,154,354,159
Hernych J.,Llodra M.,2nd Round,Completed,3,Topshelf Open,253,529,159
Mahut N.,Kuznetsov An.,2nd Round,Completed,3,Topshelf Open,369,493,159
Garcia-Lopez G.,Brands D.,2nd Round,Completed,3,Topshelf Open,198,115,159
Bautista R.,Berlocq C.,2nd Round,Completed,3,Topshelf Open,39,85,159
Chardy J.,Copil M.,2nd Round,Completed,3,Topshelf Open,93,166,159
Wawrinka S.,Lorenzi P.,2nd Round,Completed,3,Topshelf Open,632,538,159
Malisse X.,Lu Y.H.,2nd Round,Completed,3,Topshelf Open,371,540,159
Garcia-Lopez G.,Hernych J.,Quarterfinals,Completed,3,Topshelf Open,198,378,159
Wawrinka S.,Chardy J.,Quarterfinals,Completed,3,Topshelf Open,632,151,159
Mahut N.,Donskoy E.,Quarterfinals,Completed,3,Topshelf Open,369,230,159
Malisse X.,Bautista R.,Quarterfinals,Completed,3,Topshelf Open,371,68,159
Wawrinka S.,Garcia-Lopez G.,Semifinals,Completed,3,Topshelf Open,632,298,159
Mahut N.,Malisse X.,Semifinals,Completed,3,Topshelf Open,369,551,159
Mahut N.,Wawrinka S.,The Final,Completed,3,Topshelf Open,369,962,159
Melzer J.,Fognini F.,1st Round,Completed,5,Wimbledon,396,282,169
Reister J.,Rosol L.,1st Round,Completed,5,Wimbledon,491,765,169
Robert S.,Falla A.,1st Round,Completed,5,Wimbledon,498,268,169
Paire B.,Ungur A.,1st Round,Completed,5,Wimbledon,455,913,169
Stakhovsky S.,Dutra Silva R.,1st Round,Completed,5,Wimbledon,568,239,169
Kubot L.,Andreev I.,1st Round,Completed,5,Wimbledon,324,26,169
Rufin G.,Matosevic M.,1st Round,Completed,5,Wimbledon,513,569,169
Cilic M.,Baghdatis M.,1st Round,Completed,5,Wimbledon,97,47,169
Janowicz J.,Edmund K.,1st Round,Completed,5,Wimbledon,269,246,169
Federer R.,Hanescu V.,1st Round,Completed,5,Wimbledon,180,363,169
Youzhny M.,Haase R.,1st Round,Completed,5,Wimbledon,648,354,169
Isner J.,Donskoy E.,1st Round,Completed,5,Wimbledon,265,230,169
Pospisil V.,Gicquel M.,1st Round,Completed,5,Wimbledon,473,309,169
Kuznetsov An.,Montanes A.,1st Round,Completed,5,Wimbledon,334,613,169
Troicki V.,Tipsarevic J.,1st Round,Completed,5,Wimbledon,594,888,169
Gulbis E.,Roger-Vasselin E.,1st Round,Completed,5,Wimbledon,234,759,169
Tsonga J.W.,Goffin D.,1st Round,Completed,5,Wimbledon,598,317,169
Darcis S.,Nadal R.,1st Round,Completed,5,Wimbledon,116,637,169
Mannarino A.,Andujar P.,1st Round,Completed,5,Wimbledon,373,29,169
Monaco J.,Knittel B.,1st Round,Completed,5,Wimbledon,410,456,169
De Schepper K.,Lorenzi P.,1st Round,Completed,5,Wimbledon,126,538,169
Ram R.,Lacko L.,1st Round,Completed,5,Wimbledon,483,499,169
Verdasco F.,Malisse X.,1st Round,Completed,5,Wimbledon,619,551,169
Almagro N.,Zopp J.,1st Round,Completed,5,Wimbledon,6,1004,169
Stepanek R.,Reid M.,1st Round,Completed,5,Wimbledon,573,736,169
Lu Y.H.,Ward J.,1st Round,Completed,5,Wimbledon,363,960,169
Benneteau J.,Kamke T.,1st Round,Completed,5,Wimbledon,47,427,169
Brown D.,Garcia-Lopez G.,1st Round,Completed,5,Wimbledon,72,298,169
Murray A.,Becker B.,1st Round,Completed,5,Wimbledon,425,71,169
Mahut N.,Hajek J.,1st Round,Completed,5,Wimbledon,369,357,169
Robredo T.,Bogomolov A.,1st Round,Completed,5,Wimbledon,499,100,169
Hewitt L.,Wawrinka S.,1st Round,Completed,5,Wimbledon,254,962,169
Struff J.L.,Kavcic B.,1st Round,Completed,5,Wimbledon,576,432,169
Przysiezny M.,Petzschner P.,1st Round,Completed,5,Wimbledon,476,699,169
Blake J.,De Bakker T.,1st Round,Completed,5,Wimbledon,56,188,169
Dodig I.,Kohlschreiber P.,1st Round,Retired,5,Wimbledon,149,460,169
Kudla D.,Duckworth J.,1st Round,Completed,5,Wimbledon,325,234,169
Mayer L.,Bedene A.,1st Round,Completed,5,Wimbledon,387,72,169
Levine J.,Pella G.,1st Round,Retired,5,Wimbledon,351,696,169
Anderson K.,Rochus O.,1st Round,Completed,5,Wimbledon,12,754,169
Nishikori K.,Ebden M.,1st Round,Completed,5,Wimbledon,437,242,169
Chardy J.,Harrison R.,1st Round,Completed,5,Wimbledon,93,369,169
Tomic B.,Querrey S.,1st Round,Completed,5,Wimbledon,590,720,169
Del Potro J.M.,Ramos A.,1st Round,Completed,5,Wimbledon,132,731,169
Haas T.,Tursunov D.,1st Round,Completed,5,Wimbledon,237,909,169
Llodra M.,Nieminen J.,1st Round,Completed,5,Wimbledon,356,656,169
Wang J.,Odesnik W.,1st Round,Completed,5,Wimbledon,628,669,169
Seppi A.,Istomin D.,1st Round,Completed,5,Wimbledon,538,400,169
Djokovic N.,Mayer F.,1st Round,Completed,5,Wimbledon,147,571,169
Soeda G.,Haider-Maurer A.,1st Round,Completed,5,Wimbledon,560,356,169
Dolgopolov O.,Elias G.,1st Round,Completed,5,Wimbledon,150,253,169
Giraldo S.,Zeballos H.,1st Round,Completed,5,Wimbledon,210,992,169
Bautista R.,Gabashvili T.,1st Round,Completed,5,Wimbledon,39,288,169
Gasquet R.,Granollers M.,1st Round,Completed,5,Wimbledon,200,335,169
Sijsling I.,Kuznetsov Al.,1st Round,Completed,5,Wimbledon,545,492,169
Raonic M.,Berlocq C.,1st Round,Completed,5,Wimbledon,488,85,169
Dimitrov G.,Bolelli S.,1st Round,Completed,5,Wimbledon,145,102,169
Ferrer D.,Alund M.,1st Round,Completed,5,Wimbledon,182,18,169
Berdych T.,Klizan M.,1st Round,Completed,5,Wimbledon,49,454,169
Brands D.,Gimeno-Traver D.,1st Round,Completed,5,Wimbledon,69,312,169
Mathieu P.H.,Berankis R.,1st Round,Completed,5,Wimbledon,384,82,169
Reynolds B.,Johnson S.,1st Round,Completed,5,Wimbledon,494,415,169
Lopez F.,Simon G.,1st Round,Completed,5,Wimbledon,358,827,169
