winner,loser,round,comment,best_of,tournament,winner_id,loser_id,tournament_id
Kwon S.W.,Nishioka Y.,1st Round,Completed,3,Adelaide International 1,335,661,11
Monteiro T.,Altmaier D.,1st Round,Completed,3,Adelaide International 1,414,17,11
Djere L.,Carballes Baena R.,1st Round,Completed,3,Adelaide International 1,146,135,11
Johnson S.,Vukic A.,1st Round,Completed,3,Adelaide International 1,277,953,11
Moutet C.,Rune H.,1st Round,Completed,3,Adelaide International 1,418,770,11
Daniel T.,Musetti L.,1st Round,Completed,3,Adelaide International 1,115,634,11
Gerasimov E.,Fucsovics M.,1st Round,Completed,3,Adelaide International 1,203,287,11
Ymer M.,Bonzi B.,1st Round,Completed,3,Adelaide International 1,646,104,11
Cerundolo J.M.,Bolt A.,1st Round,Completed,3,Adelaide International 1,90,103,11
Paul T.,Vesely J.,1st Round,Completed,3,Adelaide International 1,458,942,11
Mager G.,Cerundolo F.,1st Round,Completed,3,Adelaide International 1,368,145,11
Kokkinakis T.,Millman J.,1st Round,Completed,3,Adelaide International 1,308,597,11
Djere L.,Moutet C.,2nd Round,Retired,3,Adelaide International 1,146,623,11
Cilic M.,Monteiro T.,2nd Round,Completed,3,Adelaide International 1,97,616,11
Ymer M.,Kwon S.W.,2nd Round,Completed,3,Adelaide International 1,646,495,11
Kokkinakis T.,Tiafoe F.,2nd Round,Completed,3,Adelaide International 1,308,887,11
Paul T.,Daniel T.,2nd Round,Completed,3,Adelaide International 1,458,182,11
Gerasimov E.,Mager G.,2nd Round,Completed,3,Adelaide International 1,203,548,11
Khachanov K.,Johnson S.,2nd Round,Completed,3,Adelaide International 1,291,415,11
Monfils G.,Cerundolo J.M.,2nd Round,Completed,3,Adelaide International 1,411,146,11
Cilic M.,Djere L.,Quarterfinals,Completed,3,Adelaide International 1,97,219,11
Monfils G.,Paul T.,Quarterfinals,Completed,3,Adelaide International 1,411,690,11
Khachanov K.,Gerasimov E.,Quarterfinals,Completed,3,Adelaide International 1,291,305,11
Kokkinakis T.,Ymer M.,Quarterfinals,Completed,3,Adelaide International 1,308,980,11
Khachanov K.,Cilic M.,Semifinals,Completed,3,Adelaide International 1,291,158,11
Monfils G.,Kokkinakis T.,Semifinals,Completed,3,Adelaide International 1,411,462,11
Monfils G.,Khachanov K.,The Final,Completed,3,Adelaide International 1,411,436,11
Bagnis F.,Murray A.,1st Round,Completed,3,Melbourne Summer Set,26,633,96
Van De Zandschulp B.,Mannarino A.,1st Round,Completed,3,Melbourne Summer Set,605,553,96
Mcdonald M.,Gojowczyk P.,1st Round,Completed,3,Melbourne Summer Set,389,319,96
Griekspoor T.,Koepfer D.,1st Round,Completed,3,Melbourne Summer Set,229,459,96
Berankis R.,Giron M.,1st Round,Completed,3,Melbourne Summer Set,48,315,96
Thompson J.,O Connell C.,1st Round,Completed,3,Melbourne Summer Set,587,666,96
Ruusuvuori E.,Baez S.,1st Round,Completed,3,Melbourne Summer Set,517,46,96
Laaksonen H.,Paire B.,1st Round,Retired,3,Melbourne Summer Set,337,685,96
Molcan A.,Seppi A.,1st Round,Completed,3,Melbourne Summer Set,408,809,96
Popyrin A.,Travaglia S.,1st Round,Completed,3,Melbourne Summer Set,471,896,96
Cressy M.,Hijikata R.,1st Round,Completed,3,Melbourne Summer Set,108,380,96
Munar J.,Anderson K.,1st Round,Completed,3,Melbourne Summer Set,422,23,96
Ruusuvuori E.,Thompson J.,2nd Round,Completed,3,Melbourne Summer Set,517,886,96
Molcan A.,Goffin D.,2nd Round,Completed,3,Melbourne Summer Set,408,317,96
Dimitrov G.,Bagnis F.,2nd Round,Completed,3,Melbourne Summer Set,145,48,96
Nadal R.,Berankis R.,2nd Round,Completed,3,Melbourne Summer Set,427,82,96
Munar J.,Laaksonen H.,2nd Round,Completed,3,Melbourne Summer Set,422,498,96
Griekspoor T.,Popyrin A.,2nd Round,Completed,3,Melbourne Summer Set,229,710,96
Cressy M.,Opelka R.,2nd Round,Completed,3,Melbourne Summer Set,108,678,96
Van De Zandschulp B.,Mcdonald M.,2nd Round,Completed,3,Melbourne Summer Set,605,575,96
Ruusuvuori E.,Molcan A.,Quarterfinals,Completed,3,Melbourne Summer Set,517,608,96
Nadal R.,Griekspoor T.,Quarterfinals,Walkover,3,Melbourne Summer Set,427,343,96
Cressy M.,Munar J.,Quarterfinals,Completed,3,Melbourne Summer Set,108,628,96
Dimitrov G.,Van De Zandschulp B.,Quarterfinals,Completed,3,Melbourne Summer Set,145,920,96
Cressy M.,Dimitrov G.,Semifinals,Completed,3,Melbourne Summer Set,108,218,96
Nadal R.,Ruusuvuori E.,Semifinals,Completed,3,Melbourne Summer Set,427,773,96
Nadal R.,Cressy M.,The Final,Completed,3,Melbourne Summer Set,427,174,96
Vukic A.,Bublik A.,1st Round,Completed,3,Adelaide International 2,626,125,12
Paul T.,Tiafoe F.,1st Round,Completed,3,Adelaide International 2,458,887,12
Rinderknech A.,Mcdonald M.,1st Round,Completed,3,Adelaide International 2,497,575,12
Munar J.,Millman J.,1st Round,Completed,3,Adelaide International 2,422,597,12
Moutet C.,Struff J.L.,1st Round,Completed,3,Adelaide International 2,418,868,12
Kwon S.W.,Harris L.,1st Round,Completed,3,Adelaide International 2,335,367,12
Johnson S.,Bolt A.,1st Round,Completed,3,Adelaide International 2,277,103,12
Bonzi B.,Carballes Baena R.,1st Round,Completed,3,Adelaide International 2,63,135,12
Fucsovics M.,Van De Zandschulp B.,1st Round,Completed,3,Adelaide International 2,191,920,12
Mager G.,Gerasimov E.,1st Round,Completed,3,Adelaide International 2,368,305,12
Kokkinakis T.,Paire B.,1st Round,Completed,3,Adelaide International 2,308,685,12
Monteiro T.,Nishioka Y.,1st Round,Completed,3,Adelaide International 2,414,661,12
Rinderknech A.,Kwon S.W.,2nd Round,Completed,3,Adelaide International 2,497,495,12
Cilic M.,Munar J.,2nd Round,Completed,3,Adelaide International 2,97,628,12
Paul T.,Bonzi B.,2nd Round,Completed,3,Adelaide International 2,458,104,12
Khachanov K.,Mager G.,2nd Round,Completed,3,Adelaide International 2,291,548,12
Vukic A.,Johnson S.,2nd Round,Completed,3,Adelaide International 2,626,415,12
Kokkinakis T.,Isner J.,2nd Round,Completed,3,Adelaide International 2,308,399,12
Monteiro T.,Monfils G.,2nd Round,Retired,3,Adelaide International 2,414,612,12
Moutet C.,Fucsovics M.,2nd Round,Completed,3,Adelaide International 2,418,287,12
Rinderknech A.,Khachanov K.,Quarterfinals,Completed,3,Adelaide International 2,497,436,12
Cilic M.,Paul T.,Quarterfinals,Completed,3,Adelaide International 2,97,690,12
Moutet C.,Monteiro T.,Quarterfinals,Completed,3,Adelaide International 2,418,616,12
Kokkinakis T.,Vukic A.,Quarterfinals,Completed,3,Adelaide International 2,308,953,12
Rinderknech A.,Moutet C.,Semifinals,Completed,3,Adelaide International 2,497,623,12
Kokkinakis T.,Cilic M.,Semifinals,Completed,3,Adelaide International 2,308,158,12
Kokkinakis T.,Rinderknech A.,The Final,Completed,3,Adelaide International 2,308,748,12
Goffin D.,Bagnis F.,1st Round,Completed,3,Sydney Tennis Classic,213,48,156
Sonego L.,Gaston H.,1st Round,Completed,3,Sydney Tennis Classic,561,302,156
Thompson J.,Giron M.,1st Round,Completed,3,Sydney Tennis Classic,587,315,156
Fognini F.,Altmaier D.,1st Round,Completed,3,Sydney Tennis Classic,187,17,156
Baez S.,O Connell C.,1st Round,Completed,3,Sydney Tennis Classic,24,666,156
Nakashima B.,Vesely J.,1st Round,Completed,3,Sydney Tennis Classic,429,942,156
Kudla D.,Delbonis F.,1st Round,Completed,3,Sydney Tennis Classic,325,204,156
Kecmanovic M.,Travaglia S.,1st Round,Completed,3,Sydney Tennis Classic,289,896,156
Martinez P.,Popyrin A.,1st Round,Completed,3,Sydney Tennis Classic,381,710,156
Lajovic D.,Davidovich Fokina A.,1st Round,Completed,3,Sydney Tennis Classic,339,185,156
Cressy M.,Mannarino A.,1st Round,Completed,3,Sydney Tennis Classic,108,553,156
Murray A.,Durasovic V.,1st Round,Completed,3,Sydney Tennis Classic,425,236,156
Sonego L.,Baez S.,2nd Round,Completed,3,Sydney Tennis Classic,561,46,156
Nakashima B.,Fognini F.,2nd Round,Completed,3,Sydney Tennis Classic,429,282,156
Evans D.,Martinez P.,2nd Round,Completed,3,Sydney Tennis Classic,176,565,156
Karatsev A.,Kecmanovic M.,2nd Round,Completed,3,Sydney Tennis Classic,286,433,156
Opelka R.,Thompson J.,2nd Round,Completed,3,Sydney Tennis Classic,450,886,156
Goffin D.,Kudla D.,2nd Round,Completed,3,Sydney Tennis Classic,213,482,156
Murray A.,Basilashvili N.,2nd Round,Completed,3,Sydney Tennis Classic,425,64,156
Cressy M.,Lajovic D.,2nd Round,Completed,3,Sydney Tennis Classic,108,501,156
Karatsev A.,Sonego L.,Quarterfinals,Completed,3,Sydney Tennis Classic,286,850,156
Opelka R.,Nakashima B.,Quarterfinals,Completed,3,Sydney Tennis Classic,450,640,156
Murray A.,Goffin D.,Quarterfinals,Retired,3,Sydney Tennis Classic,425,317,156
Evans D.,Cressy M.,Quarterfinals,Completed,3,Sydney Tennis Classic,176,174,156
Murray A.,Opelka R.,Semifinals,Completed,3,Sydney Tennis Classic,425,678,156
Karatsev A.,Evans D.,Semifinals,Completed,3,Sydney Tennis Classic,286,265,156
Karatsev A.,Murray A.,The Final,Completed,3,Sydney Tennis Classic,286,633,156
Shapovalov D.,Djere L.,1st Round,Completed,5,Australian Open,543,219,20
Kwon S.W.,Rune H.,1st Round,Completed,5,Australian Open,335,770,20
Lajovic D.,Fucsovics M.,1st Round,Completed,5,Australian Open,339,287,20
Vukic A.,Harris L.,1st Round,Completed,5,Australian Open,626,367,20
Garin C.,Bagnis F.,1st Round,Completed,5,Australian Open,199,48,20
Martinez P.,Delbonis F.,1st Round,Completed,5,Australian Open,381,204,20
Bonzi B.,Gojowczyk P.,1st Round,Completed,5,Australian Open,63,319,20
Albot R.,Nishioka Y.,1st Round,Completed,5,Australian Open,4,661,20
Alcaraz C.,Tabilo A.,1st Round,Completed,5,Australian Open,5,877,20
Kozlov S.,Vesely J.,1st Round,Completed,5,Australian Open,316,942,20
Monfils G.,Coria F.,1st Round,Completed,5,Australian Open,411,168,20
Berrettini M.,Nakashima B.,1st Round,Completed,5,Australian Open,53,640,20
Khachanov K.,Kudla D.,1st Round,Completed,5,Australian Open,291,482,20
Mannarino A.,Duckworth J.,1st Round,Completed,5,Australian Open,373,234,20
Carreno Busta P.,Etcheverry T.,1st Round,Completed,5,Australian Open,83,262,20
Bublik A.,Escobedo E.,1st Round,Completed,5,Australian Open,76,259,20
Nadal R.,Giron M.,1st Round,Completed,5,Australian Open,427,315,20
Korda S.,Norrie C.,1st Round,Completed,5,Australian Open,311,663,20
Hurkacz H.,Gerasimov E.,1st Round,Completed,5,Australian Open,261,305,20
Koepfer D.,Taberner C.,1st Round,Completed,5,Australian Open,305,876,20
Moutet C.,Pouille L.,1st Round,Completed,5,Australian Open,418,713,20
Griekspoor T.,Fognini F.,1st Round,Completed,5,Australian Open,229,282,20
Mcdonald M.,Milojevic N.,1st Round,Completed,5,Australian Open,389,599,20
Kecmanovic M.,Caruso S.,1st Round,Completed,5,Australian Open,289,139,20
Sonego L.,Querrey S.,1st Round,Completed,5,Australian Open,561,720,20
Hanfmann Y.,Kokkinakis T.,1st Round,Completed,5,Australian Open,243,462,20
Opelka R.,Anderson K.,1st Round,Completed,5,Australian Open,450,23,20
Millman J.,Lopez F.,1st Round,Completed,5,Australian Open,401,533,20
Otte O.,Tseng C.H.,1st Round,Completed,5,Australian Open,452,904,20
Karatsev A.,Munar J.,1st Round,Completed,5,Australian Open,286,628,20
Paul T.,Kukushkin M.,1st Round,Completed,5,Australian Open,458,486,20
Zverev A.,Altmaier D.,1st Round,Completed,5,Australian Open,660,17,20
Schwartzman D.,Krajinovic F.,1st Round,Completed,5,Australian Open,536,475,20
Van De Zandschulp B.,Struff J.L.,1st Round,Completed,5,Australian Open,605,868,20
Gasquet R.,Humbert U.,1st Round,Completed,5,Australian Open,200,389,20
O Connell C.,Gaston H.,1st Round,Completed,5,Australian Open,443,302,20
Gombos N.,Skatov T.,1st Round,Completed,5,Australian Open,216,834,20
Cilic M.,Gomez E.,1st Round,Completed,5,Australian Open,97,324,20
Kohlschreiber P.,Cecchinato M.,1st Round,Completed,5,Australian Open,306,142,20
Bautista Agut R.,Travaglia S.,1st Round,Completed,5,Australian Open,38,896,20
Berankis R.,Carballes Baena R.,1st Round,Completed,5,Australian Open,48,135,20
Rublev A.,Mager G.,1st Round,Completed,5,Australian Open,512,548,20
Dimitrov G.,Lehecka J.,1st Round,Completed,5,Australian Open,145,513,20
Johnson S.,Thompson J.,1st Round,Completed,5,Australian Open,277,886,20
Sinner J.,Sousa J.,1st Round,Completed,5,Australian Open,549,852,20
Paire B.,Monteiro T.,1st Round,Completed,5,Australian Open,455,616,20
Cressy M.,Isner J.,1st Round,Completed,5,Australian Open,108,399,20
Medvedev D.,Laaksonen H.,1st Round,Completed,5,Australian Open,391,498,20
Murray A.,Basilashvili N.,1st Round,Completed,5,Australian Open,425,64,20
Auger-Aliassime F.,Ruusuvuori E.,1st Round,Completed,5,Australian Open,21,773,20
Machac T.,Cerundolo J.M.,1st Round,Completed,5,Australian Open,365,146,20
Daniel T.,Barrios M.,1st Round,Completed,5,Australian Open,115,60,20
Molcan A.,Safiullin R.,1st Round,Completed,5,Australian Open,408,780,20
Andujar P.,Dzumhur D.,1st Round,Completed,5,Australian Open,16,240,20
Evans D.,Goffin D.,1st Round,Completed,5,Australian Open,176,317,20
Fritz T.,Marterer M.,1st Round,Completed,5,Australian Open,190,560,20
Davidovich Fokina A.,Bolt A.,1st Round,Completed,5,Australian Open,118,103,20
Baez S.,Ramos-Vinolas A.,1st Round,Completed,5,Australian Open,24,732,20
Tiafoe F.,Trungelliti M.,1st Round,Completed,5,Australian Open,588,902,20
Rinderknech A.,Popyrin A.,1st Round,Completed,5,Australian Open,497,710,20
Majchrzak K.,Seppi A.,1st Round,Completed,5,Australian Open,370,809,20
De Minaur A.,Musetti L.,1st Round,Completed,5,Australian Open,125,634,20
Kyrgios N.,Broady L.,1st Round,Completed,5,Australian Open,336,118,20
Tsitsipas S.,Ymer M.,1st Round,Completed,5,Australian Open,597,980,20
Sonego L.,Otte O.,2nd Round,Completed,5,Australian Open,561,681,20
Kecmanovic M.,Paul T.,2nd Round,Completed,5,Australian Open,289,690,20
Carreno Busta P.,Griekspoor T.,2nd Round,Completed,5,Australian Open,83,343,20
Opelka R.,Koepfer D.,2nd Round,Completed,5,Australian Open,450,459,20
Korda S.,Moutet C.,2nd Round,Completed,5,Australian Open,311,623,20
Shapovalov D.,Kwon S.W.,2nd Round,Completed,5,Australian Open,543,495,20
Nadal R.,Hanfmann Y.,2nd Round,Completed,5,Australian Open,427,364,20
Alcaraz C.,Lajovic D.,2nd Round,Completed,5,Australian Open,5,501,20
Berrettini M.,Kozlov S.,2nd Round,Completed,5,Australian Open,53,473,20
Garin C.,Martinez P.,2nd Round,Completed,5,Australian Open,199,565,20
Albot R.,Vukic A.,2nd Round,Completed,5,Australian Open,4,953,20
Mannarino A.,Hurkacz H.,2nd Round,Completed,5,Australian Open,373,390,20
Khachanov K.,Bonzi B.,2nd Round,Completed,5,Australian Open,291,104,20
Karatsev A.,Mcdonald M.,2nd Round,Completed,5,Australian Open,286,575,20
Zverev A.,Millman J.,2nd Round,Completed,5,Australian Open,660,597,20
Monfils G.,Bublik A.,2nd Round,Completed,5,Australian Open,411,125,20
Cilic M.,Gombos N.,2nd Round,Completed,5,Australian Open,97,322,20
O Connell C.,Schwartzman D.,2nd Round,Completed,5,Australian Open,443,806,20
Cressy M.,Machac T.,2nd Round,Completed,5,Australian Open,108,545,20
Rublev A.,Berankis R.,2nd Round,Completed,5,Australian Open,512,82,20
Evans D.,Rinderknech A.,2nd Round,Retired,5,Australian Open,176,748,20
Andujar P.,Molcan A.,2nd Round,Completed,5,Australian Open,16,608,20
Fritz T.,Tiafoe F.,2nd Round,Completed,5,Australian Open,190,887,20
Bautista Agut R.,Kohlschreiber P.,2nd Round,Completed,5,Australian Open,38,460,20
Auger-Aliassime F.,Davidovich Fokina A.,2nd Round,Completed,5,Australian Open,21,185,20
De Minaur A.,Majchrzak K.,2nd Round,Completed,5,Australian Open,125,550,20
Tsitsipas S.,Baez S.,2nd Round,Completed,5,Australian Open,597,46,20
Paire B.,Dimitrov G.,2nd Round,Completed,5,Australian Open,455,218,20
Daniel T.,Murray A.,2nd Round,Completed,5,Australian Open,115,633,20
Van De Zandschulp B.,Gasquet R.,2nd Round,Retired,5,Australian Open,605,301,20
Medvedev D.,Kyrgios N.,2nd Round,Completed,5,Australian Open,391,497,20
Sinner J.,Johnson S.,2nd Round,Completed,5,Australian Open,549,415,20
Kecmanovic M.,Sonego L.,3rd Round,Completed,5,Australian Open,289,850,20
Monfils G.,Garin C.,3rd Round,Completed,5,Australian Open,411,299,20
Berrettini M.,Alcaraz C.,3rd Round,Completed,5,Australian Open,53,12,20
Shapovalov D.,Opelka R.,3rd Round,Completed,5,Australian Open,543,678,20
Carreno Busta P.,Korda S.,3rd Round,Completed,5,Australian Open,83,467,20
Zverev A.,Albot R.,3rd Round,Completed,5,Australian Open,660,10,20
Nadal R.,Khachanov K.,3rd Round,Completed,5,Australian Open,427,436,20
Mannarino A.,Karatsev A.,3rd Round,Completed,5,Australian Open,373,429,20
Fritz T.,Bautista Agut R.,3rd Round,Completed,5,Australian Open,190,67,20
Tsitsipas S.,Paire B.,3rd Round,Completed,5,Australian Open,597,685,20
Cressy M.,O Connell C.,3rd Round,Completed,5,Australian Open,108,666,20
Medvedev D.,Van De Zandschulp B.,3rd Round,Completed,5,Australian Open,391,920,20
Auger-Aliassime F.,Evans D.,3rd Round,Completed,5,Australian Open,21,265,20
Sinner J.,Daniel T.,3rd Round,Completed,5,Australian Open,549,182,20
De Minaur A.,Andujar P.,3rd Round,Completed,5,Australian Open,125,29,20
Cilic M.,Rublev A.,3rd Round,Completed,5,Australian Open,97,768,20
Nadal R.,Mannarino A.,4th Round,Completed,5,Australian Open,427,553,20
Shapovalov D.,Zverev A.,4th Round,Completed,5,Australian Open,543,1007,20
Monfils G.,Kecmanovic M.,4th Round,Completed,5,Australian Open,411,433,20
Berrettini M.,Carreno Busta P.,4th Round,Completed,5,Australian Open,53,136,20
Auger-Aliassime F.,Cilic M.,4th Round,Completed,5,Australian Open,21,158,20
Medvedev D.,Cressy M.,4th Round,Completed,5,Australian Open,391,174,20
Sinner J.,De Minaur A.,4th Round,Completed,5,Australian Open,549,193,20
Tsitsipas S.,Fritz T.,4th Round,Completed,5,Australian Open,597,286,20
Nadal R.,Shapovalov D.,Quarterfinals,Completed,5,Australian Open,427,816,20
Berrettini M.,Monfils G.,Quarterfinals,Completed,5,Australian Open,53,612,20
Tsitsipas S.,Sinner J.,Quarterfinals,Completed,5,Australian Open,597,830,20
Medvedev D.,Auger-Aliassime F.,Quarterfinals,Completed,5,Australian Open,391,41,20
Nadal R.,Berrettini M.,Semifinals,Completed,5,Australian Open,427,87,20
Medvedev D.,Tsitsipas S.,Semifinals,Completed,5,Australian Open,391,906,20
Nadal R.,Medvedev D.,The Final,Completed,5,Australian Open,427,579,20
Martinez P.,Monteiro T.,1st Round,Completed,3,Cordoba Open,381,616,45
Varillas J.P.,Bagnis F.,1st Round,Completed,3,Cordoba Open,611,48,45
Munar J.,Paire B.,1st Round,Completed,3,Cordoba Open,422,685,45
Londero J.I.,Hanfmann Y.,1st Round,Completed,3,Cordoba Open,357,364,45
Carballes Baena R.,Rune H.,1st Round,Completed,3,Cordoba Open,82,770,45
Etcheverry T.,Jarry N.,1st Round,Completed,3,Cordoba Open,173,407,45
Ramos-Vinolas A.,Martin A.,1st Round,Completed,3,Cordoba Open,487,563,45
Ficovich J.P.,Coria F.,1st Round,Completed,3,Cordoba Open,184,168,45
Galan D.E.,Dellien H.,1st Round,Completed,3,Cordoba Open,195,209,45
Taberner C.,Delbonis F.,1st Round,Completed,3,Cordoba Open,582,204,45
Tabilo A.,Cerundolo F.,1st Round,Completed,3,Cordoba Open,583,145,45
Baez S.,Verdasco F.,1st Round,Completed,3,Cordoba Open,24,940,45
Galan D.E.,Munar J.,2nd Round,Completed,3,Cordoba Open,195,628,45
Londero J.I.,Martinez P.,2nd Round,Completed,3,Cordoba Open,357,565,45
Schwartzman D.,Ficovich J.P.,2nd Round,Completed,3,Cordoba Open,536,276,45
Milojevic N.,Etcheverry T.,2nd Round,Completed,3,Cordoba Open,403,262,45
Ramos-Vinolas A.,Varillas J.P.,2nd Round,Retired,3,Cordoba Open,487,928,45
Sonego L.,Carballes Baena R.,2nd Round,Completed,3,Cordoba Open,561,135,45
Baez S.,Garin C.,2nd Round,Completed,3,Cordoba Open,24,299,45
Tabilo A.,Taberner C.,2nd Round,Completed,3,Cordoba Open,583,876,45
Ramos-Vinolas A.,Sonego L.,Quarterfinals,Completed,3,Cordoba Open,487,850,45
Londero J.I.,Milojevic N.,Quarterfinals,Completed,3,Cordoba Open,357,599,45
Schwartzman D.,Galan D.E.,Quarterfinals,Completed,3,Cordoba Open,536,291,45
Tabilo A.,Baez S.,Quarterfinals,Completed,3,Cordoba Open,583,46,45
Tabilo A.,Schwartzman D.,Semifinals,Completed,3,Cordoba Open,583,806,45
Ramos-Vinolas A.,Londero J.I.,Semifinals,Completed,3,Cordoba Open,487,532,45
Ramos-Vinolas A.,Tabilo A.,The Final,Completed,3,Cordoba Open,487,877,45
Goffin D.,Bonzi B.,1st Round,Completed,3,Open Sud de France,213,104,116
Bublik A.,Griekspoor T.,1st Round,Completed,3,Open Sud de France,76,343,116
Krajinovic F.,Popyrin A.,1st Round,Completed,3,Open Sud de France,318,710,116
Herbert P.H.,Gojowczyk P.,1st Round,Completed,3,Open Sud de France,251,319,116
Tsonga J.W.,Zuk K.,1st Round,Completed,3,Open Sud de France,598,1006,116
Dzumhur D.,Molcan A.,1st Round,Completed,3,Open Sud de France,160,608,116
Simon G.,Pouille L.,1st Round,Completed,3,Open Sud de France,548,713,116
Kwon S.W.,Gaston H.,1st Round,Completed,3,Open Sud de France,335,302,116
Ymer M.,Moutet C.,1st Round,Completed,3,Open Sud de France,646,623,116
Mcdonald M.,Ivashka I.,1st Round,Completed,3,Open Sud de France,389,403,116
Gasquet R.,Humbert U.,1st Round,Completed,3,Open Sud de France,200,389,116
Mannarino A.,Davidovich Fokina A.,1st Round,Completed,3,Open Sud de France,373,185,116
Bublik A.,Herbert P.H.,2nd Round,Completed,3,Open Sud de France,76,374,116
Krajinovic F.,Tsonga J.W.,2nd Round,Completed,3,Open Sud de France,318,907,116
Bautista Agut R.,Simon G.,2nd Round,Retired,3,Open Sud de France,38,827,116
Dzumhur D.,Basilashvili N.,2nd Round,Completed,3,Open Sud de France,160,64,116
Mannarino A.,Goffin D.,2nd Round,Completed,3,Open Sud de France,373,317,116
Gasquet R.,Kwon S.W.,2nd Round,Completed,3,Open Sud de France,200,495,116
Zverev A.,Mcdonald M.,2nd Round,Completed,3,Open Sud de France,660,575,116
Ymer M.,Monfils G.,2nd Round,Completed,3,Open Sud de France,646,612,116
Krajinovic F.,Dzumhur D.,Quarterfinals,Completed,3,Open Sud de France,318,240,116
Bublik A.,Bautista Agut R.,Quarterfinals,Completed,3,Open Sud de France,76,67,116
Ymer M.,Gasquet R.,Quarterfinals,Completed,3,Open Sud de France,646,301,116
Zverev A.,Mannarino A.,Quarterfinals,Completed,3,Open Sud de France,660,553,116
Bublik A.,Krajinovic F.,Semifinals,Completed,3,Open Sud de France,76,475,116
Zverev A.,Ymer M.,Semifinals,Completed,3,Open Sud de France,660,980,116
Bublik A.,Zverev A.,The Final,Completed,3,Open Sud de France,76,1007,116
Albot R.,Gaio F.,1st Round,Completed,3,Maharashtra Open,4,289,91
Halys Q.,Berankis R.,1st Round,Completed,3,Maharashtra Open,241,82,91
Bhambri Y.,Kovalik J.,1st Round,Completed,3,Maharashtra Open,54,472,91
Altmaier D.,Gunneswaran P.,1st Round,Completed,3,Maharashtra Open,7,351,91
Ruusuvuori E.,Gerasimov E.,1st Round,Completed,3,Maharashtra Open,517,305,91
Ymer E.,Moroni G.M.,1st Round,Completed,3,Maharashtra Open,645,621,91
Majchrzak K.,Clarke J.,1st Round,Completed,3,Maharashtra Open,370,161,91
Vukic A.,Grenier H.,1st Round,Completed,3,Maharashtra Open,626,341,91
Sousa J.,Kadhe A.,1st Round,Completed,3,Maharashtra Open,563,426,91
Zapata Miralles B.,Novak D.,1st Round,Completed,3,Maharashtra Open,650,664,91
Kopriva V.,Ilkel C.,1st Round,Completed,3,Maharashtra Open,310,396,91
Travaglia S.,Ramanathan R.,1st Round,Completed,3,Maharashtra Open,592,728,91
Majchrzak K.,Halys Q.,2nd Round,Completed,3,Maharashtra Open,370,361,91
Altmaier D.,Albot R.,2nd Round,Completed,3,Maharashtra Open,7,10,91
Sousa J.,Mager G.,2nd Round,Completed,3,Maharashtra Open,563,548,91
Musetti L.,Vukic A.,2nd Round,Completed,3,Maharashtra Open,426,953,91
Vesely J.,Zapata Miralles B.,2nd Round,Completed,3,Maharashtra Open,620,986,91
Ruusuvuori E.,Kopriva V.,2nd Round,Completed,3,Maharashtra Open,517,466,91
Ymer E.,Karatsev A.,2nd Round,Completed,3,Maharashtra Open,645,429,91
Travaglia S.,Bhambri Y.,2nd Round,Completed,3,Maharashtra Open,592,91,91
Majchrzak K.,Musetti L.,Quarterfinals,Completed,3,Maharashtra Open,370,634,91
Ruusuvuori E.,Vesely J.,Quarterfinals,Completed,3,Maharashtra Open,517,942,91
Sousa J.,Altmaier D.,Quarterfinals,Completed,3,Maharashtra Open,563,17,91
Ymer E.,Travaglia S.,Quarterfinals,Completed,3,Maharashtra Open,645,896,91
Ruusuvuori E.,Majchrzak K.,Semifinals,Completed,3,Maharashtra Open,517,550,91
Sousa J.,Ymer E.,Semifinals,Completed,3,Maharashtra Open,563,979,91
Sousa J.,Ruusuvuori E.,The Final,Completed,3,Maharashtra Open,563,773,91
Lajovic D.,Paire B.,1st Round,Completed,3,Argentina Open,339,685,17
Kecmanovic M.,Djere L.,1st Round,Completed,3,Argentina Open,289,219,17
Verdasco F.,Dellien H.,1st Round,Completed,3,Argentina Open,619,209,17
Cerundolo F.,Bagnis F.,1st Round,Completed,3,Argentina Open,89,48,17
Coria F.,Cuevas P.,1st Round,Completed,3,Argentina Open,104,178,17
Munar J.,Etcheverry T.,1st Round,Completed,3,Argentina Open,422,262,17
Carballes Baena R.,Jarry N.,1st Round,Completed,3,Argentina Open,82,407,17
Monteiro T.,Ramos-Vinolas A.,1st Round,Completed,3,Argentina Open,414,732,17
Baez S.,Rune H.,1st Round,Completed,3,Argentina Open,24,770,17
Martinez P.,Tabilo A.,1st Round,Completed,3,Argentina Open,381,877,17
Andujar P.,Londero J.I.,1st Round,Completed,3,Argentina Open,16,532,17
Delbonis F.,Del Potro J.M.,1st Round,Completed,3,Argentina Open,133,203,17
Coria F.,Lajovic D.,2nd Round,Completed,3,Argentina Open,104,501,17
Verdasco F.,Monteiro T.,2nd Round,Completed,3,Argentina Open,619,616,17
Ruud C.,Carballes Baena R.,2nd Round,Completed,3,Argentina Open,516,135,17
Sonego L.,Baez S.,2nd Round,Completed,3,Argentina Open,561,46,17
Fognini F.,Martinez P.,2nd Round,Completed,3,Argentina Open,187,565,17
Delbonis F.,Andujar P.,2nd Round,Completed,3,Argentina Open,133,29,17
Cerundolo F.,Kecmanovic M.,2nd Round,Completed,3,Argentina Open,89,433,17
Schwartzman D.,Munar J.,2nd Round,Completed,3,Argentina Open,536,628,17
